userid,orderType
100000000371,0.004409167
100000001215,0.0029827708
100000001445,0.004460729
100000001575,0.99677867
100000001601,0.003203179
100000001737,0.9965264
100000001829,0.005904387
100000002055,0.0030977877
100000002241,0.0030981856
100000003067,0.003151712
100000004161,0.99632263
100000004307,0.0038028643
100000004855,0.99665016
100000005055,0.0030396814
100000005701,0.010144379
100000006247,0.0029473465
100000006327,0.026282938
100000006333,0.013280703
100000006397,0.003578828
100000007397,0.79220295
100000007525,0.81805223
100000007951,0.0148555515
100000007955,0.06340119
100000008131,0.003453543
100000008427,0.026463533
100000008745,0.0030028236
100000009049,0.024169095
100000009197,0.34416783
100000009419,0.037629556
100000009629,0.0034257062
100000009961,0.9919886
100000010157,0.99232215
100000011403,0.0029543177
100000012993,0.016047658
100000013089,0.9480952
100000013205,0.010307916
100000013455,0.0032567235
100000013591,0.051830325
100000013861,0.0034668385
100000014191,0.14002325
100000014963,0.0036714554
100000015053,0.0030639993
100000015077,0.9966846
100000015351,0.7512418
100000015659,0.9967457
100000016411,0.0047844932
100000016637,0.0029552602
100000016665,0.0030528859
100000016715,0.14131933
100000016843,0.0065935403
100000017191,0.02774783
100000017255,0.0032184203
100000017517,0.0063651055
100000017533,0.023033192
100000018131,0.9920374
100000018141,0.06256913
100000018219,0.0042432994
100000018439,0.028652104
100000018651,0.0037694853
100000018843,0.24625897
100000019085,0.010488557
100000019503,0.013676575
100000019777,0.0039551198
100000019831,0.0184636
100000019875,0.30418712
100000020599,0.02641391
100000020705,0.12896681
100000020839,0.012607486
100000021007,0.011209588
100000021741,0.0043607047
100000023031,0.06514742
100000023341,0.0030180844
100000023847,0.0030575276
110020671228,0.9954058
110100014968,0.010449493
110100016420,0.087794006
110100016422,0.0030116332
110100018261,0.13435249
110100035666,0.009256737
110100073025,0.03337106
110100073927,0.99677026
110100116029,0.002952947
110100133766,0.008118313
110100171523,0.011463447
110100173226,0.21727808
110100218469,0.06715209
110100235669,0.0029715241
110100316927,0.0030099198
110100335267,0.0036037194
110100371520,0.011569977
110100373224,0.0030205387
110100412425,0.0038899458
110100418260,0.003279772
110100418567,0.9256198
110100471522,0.0030203736
110100471527,0.0045066895
110100473324,0.01241137
110100512827,0.011368861
110100514267,0.003007055
110100516521,0.004481695
110100516723,0.005186592
110100516929,0.99670225
110100535662,0.22080575
110100573222,0.9212431
110100573627,0.002946458
110100614362,0.024444055
110100614562,0.996581
110100618862,0.0029445789
110100635761,0.007789088
110100673622,0.19708471
110100673828,0.01259097
110100735369,0.46679237
110100816922,0.003477492
110100818367,0.32987398
110100835466,0.01824212
110100835868,0.11458711
110100871522,0.94385356
110100873722,0.2698345
110100933760,0.9197571
110100973525,0.0087759765
110101018063,0.042991683
110101018362,0.0036140345
110101035263,0.0029543177
110101071220,0.0076634446
110101071222,0.010096471
110101071527,0.0029556942
110101073025,0.002997522
110101073225,0.65084386
110101073822,0.002941762
110101112320,0.009275048
110101114064,0.4775853
110101114660,0.28071868
110101118361,0.002946458
110101135467,0.003015295
110101173725,0.019123374
110101210069,0.8043629
110101212223,0.002974266
110101215122,0.20195599
110101216420,0.0034955565
110101216527,0.7107922
110101216821,0.0029491014
110101217027,0.9968028
110101217820,0.0050733075
110101217824,0.9953992
110101218861,0.9967399
110101233064,0.7309125
110101273629,0.01855998
110101273724,0.0030221762
110101273826,0.0043909834
110101273925,0.020932106
110101312122,0.27259007
110101314164,0.064093426
110101316227,0.1692146
110101316624,0.994565
