userid,orderType
100000000371,0.0043442957697702785
100000001215,0.002923617207963477
100000001445,0.0027796753071484552
100000001575,0.8777121957397305
100000001601,0.0008784180587451791
100000001737,0.9964676815432636
100000001829,0.002753688224372218
100000002055,0.001417610327101807
100000002241,0.001633820276892714
100000003067,0.006060200744805429
100000004161,0.9931184010898724
100000004307,0.00180946307634978
100000004855,0.997955136060662
100000005055,0.0013719245096295747
100000005701,0.003327911340750232
100000006247,0.0010583734019883463
100000006327,0.07021547664601406
100000006333,0.5221920918852774
100000006397,0.0012434648656804148
100000007397,0.6455656945923938
100000007525,0.7983884447363099
100000007951,0.009193495514576213
100000007955,0.05511614621089215
100000008131,0.0011520184499923818
100000008427,0.04484234173259255
100000008745,0.002628725771189193
100000009049,0.02000011975063152
100000009197,0.3457424155275182
100000009419,0.026133527039317102
100000009629,0.0015502631342119387
100000009961,0.9282569872047112
100000010157,0.9799830277399708
100000011403,0.0005481804503824775
100000012993,0.014650871707381453
100000013089,0.9546874213397764
100000013205,0.01300299849597525
100000013455,0.0020310364599472326
100000013591,0.033697270679204784
100000013861,0.0020760487146307843
100000014191,0.16003069961733868
100000014963,0.0022578420389021163
100000015053,0.0014140789000406891
100000015077,0.9998542793903128
100000015351,0.8426714360685599
100000015659,0.9980114962961416
100000016411,0.0139795229358861
100000016637,0.001141001765735212
100000016665,0.0006025062700053535
100000016715,0.2006754487695357
100000016843,0.005245197636900973
100000017191,0.020144583328113433
100000017255,0.0006546266106645624
100000017517,0.004321087896905343
100000017533,0.01920340848504988
100000018131,0.947978190631064
100000018141,0.023041316435108376
100000018219,0.0020064300514019973
100000018439,0.029504369084156563
100000018651,0.003955421832721475
100000018843,0.1556788611227649
100000019085,0.009089348910231792
100000019503,0.012467711594942426
100000019777,0.002199779356673852
100000019831,0.013679647444576616
100000019875,0.3325438711382286
100000020599,0.02649053545331521
100000020705,0.08924660670096869
100000020839,0.009282731132623416
100000021007,0.01810884021327859
100000021741,0.005494899931275945
100000023031,0.07022966633888154
100000023341,0.0015076531048387515
100000023847,0.00047106759661306536
110020671228,0.9987203254054337
110100014968,0.0038710660185553437
110100016420,0.07436889704524427
110100016422,0.00023421036976194762
110100018261,0.27535112049885946
110100035666,0.008650604708102114
110100073025,0.029130864327961605
110100073927,0.9992149809992066
110100116029,0.0005206584682834819
110100133766,0.0032829087059632104
110100171523,0.00924024401281839
110100173226,0.2707562039211121
110100218469,0.02991997892419297
110100235669,0.0008968529182110356
110100316927,0.0035846228992573287
110100335267,0.0006355866904009862
110100371520,0.008200584225314387
110100373224,0.00027789750012387356
110100412425,0.0006662418644741722
110100418260,0.0037339754452214665
110100418567,0.9459290576968296
110100471522,0.0004470441214554869
110100471527,0.0019158504746447122
110100473324,0.011651029087296184
110100512827,0.011407057611991388
110100514267,0.001430795592278292
110100516521,0.006577007127029135
110100516723,0.01228875093452057
110100516929,0.9998558365826148
110100535662,0.17097810690205642
110100573222,0.9674818960492944
110100573627,0.0005451091860907887
110100614362,0.03628907117306372
110100614562,0.9962246583100576
110100618862,0.000646470160059425
110100635761,0.010087059224052144
110100673622,0.07565604547535675
110100673828,0.007970363816892723
110100735369,0.6567108851686844
110100816922,0.011080248414352222
110100818367,0.4179094505000077
110100835466,0.03930708958701195
110100835868,0.0409388603925753
110100871522,0.8906124932016622
110100873722,0.06562230403747718
110100933760,0.912101293119694
110100973525,0.004028755392520189
110101018063,0.04068277302133983
110101018362,0.0032219148941856077
110101035263,0.000709429101620596
110101071220,0.0030026630080125715
110101071222,0.003836685259671346
110101071527,0.0020740136415149935
110101073025,0.0017787566969333375
110101073225,0.6325129666785954
110101073822,0.00018839168964181896
110101112320,0.007901863392983663
110101114064,0.31747274229387024
110101114660,0.4293094162671048
110101118361,0.0002040123286655675
110101135467,0.0012661261769414305
110101173725,0.013477719696082965
110101210069,0.7731902730191502
110101212223,0.0014106793271462775
110101215122,0.3978156361636783
110101216420,0.003884304988353423
110101216527,0.8929219352179051
110101216821,0.0006957794812462938
110101217027,0.9982632729364228
110101217820,0.0034310100780162323
110101217824,0.9885656627502756
110101218861,0.999122162264711
110101233064,0.8375704827124989
110101273629,0.018928083630386585
110101273724,0.0015291753801712274
110101273826,0.00497642556969689
110101273925,0.01817650625197912
110101312122,0.22395265436634276
110101314164,0.031460135889648154
110101316227,0.09869727561982408
110101316624,0.967835895173632
110101335164,0.03020472989850263
110101335961,0.0015182929561994279
110101373120,0.03450595516959118
110101373626,0.004256029317836307
110101410927,0.9967091874904682
110101416523,0.985245580667167
110101416629,0.2393525986829252
110101418269,0.8507298310287857
110101418763,0.002962986495572784
110101433762,0.04348292135938493
110101435165,0.0017185144127261362
110101435360,0.0031846572092331976
110101435465,0.001152489235076193
110101471226,0.06527212335812659
110101473623,0.08466724915076479
110101512925,0.4700088891742867
110101516227,0.012805741090739902
110101516323,0.004216457572017009
110101518360,0.00047938856303961414
110101518560,0.32328557491278265
110101535968,0.02255140825075018
110101610427,0.10863450875655647
110101610625,0.0007620777714794754
110101610760,0.05979001604941461
110101610768,0.6625824862371354
110101612027,0.0009953850419923073
110101612064,0.0064669835347563685
110101615728,0.0004107487367398063
110101615828,0.019430829190602274
110101615925,0.00314157618350572
110101616227,0.008809751658390076
110101616427,0.0008947171085963328
110101616628,0.0047180685923722
110101616762,0.000515236386563163
110101616863,0.0011274809826763244
110101616867,0.0007942805516031119
110101616966,0.0009386433394230224
110101617522,0.002226195734505267
110101618860,0.2245100581392939
110101618964,0.12259311501377085
110101618967,0.003112798386569506
110101673221,0.8376020625735849
110101673423,0.025397875087581862
110101712427,0.003222548811328503
110101712621,0.04561304705960448
110101712622,0.003633571128668671
110101714266,0.003390901715584605
110101714568,0.009941511203244009
110101716420,0.10662866804731758
110101718064,0.017135329293987544
110101718461,0.017245688524951466
110101735567,0.00039132150952910015
110101771028,0.0004409919598657267
110101773127,0.08925049647661044
110101773722,0.0038070629128992453
110101773820,0.012174942935151995
110101810162,0.0049531930667962324
110101810364,0.9982130399544222
110101810367,0.9787861065783404
110101814963,0.0730364436840961
110101816628,0.0740681266952132
110101816826,0.00027794418247610093
110101816829,0.9784134948596288
110101818963,0.9471645247716776
110101833764,0.2252109038336892
110101871022,0.0003054824541755212
110101871223,0.016907917579181815
110101873420,0.07387492813418567
110101912122,0.012176097391338452
110101912224,0.04565721737781085
110101914166,0.002807694014418327
110101914465,0.2960055038251845
110101914466,0.004849690871743895
110101916529,0.004432154960338946
110101916922,0.0010401105238874255
110101935966,0.0004438366707589211
110101973722,0.002140121958187702
110102012425,0.2069181368573908
110102012824,0.0008439907643027075
110102012825,0.002890048681950821
110102016124,0.003032082518400761
110102016220,0.5144622263282913
110102033767,0.7016013801847687
110102035860,0.0007513345836980428
110102073126,0.0938180127113732
110102073923,0.001524841261510208
110102112525,0.031952880552640485
110102116023,0.003406732653004425
110102116124,0.3434405941747919
110102116228,0.0027848921090176783
110102116324,0.0073775554260922735
110102118961,0.0023173957027460427
110102118969,0.00035926870055546725
110102173725,0.8799512740103084
110102218067,0.012115723568059194
110102233767,0.03462669799918385
110102235866,0.9839681520223704
110102271522,0.5693282519705023
110102371027,0.03307040433652944
110102416529,0.0006892547954457807
110102416629,0.9893607236161921
110102418265,0.013593544767404877
110102435363,0.0009461806799103826
110102435468,0.0008063646363482661
110102473227,0.002544873562699711
110102473722,0.033688157841968325
110102473726,0.008581687834201705
110102473823,0.054913511163968864
110102516823,0.10251173529317073
110102518364,0.000710947310503224
110102571020,0.0027197851804669987
110102614469,0.009605638019670655
110102616024,0.007990597678194074
110102616427,0.9997295007458096
110102616924,0.0007365651687320831
110102618366,0.0006740856739162669
110102618561,0.010679838994242291
110102618764,0.07691692582969414
110102673627,0.0042003211437529825
110102712120,0.001143986481701137
110102712123,0.020578427140516543
110102714366,0.0007681310214911746
110102714469,0.0021375184487735944
110102716420,0.005342284100552105
110102716620,0.008053725783573313
110102735360,0.9632875990657184
110102735561,0.0005779642536708417
110102773624,0.012535745119728749
110102773927,0.8305175365293521
110102812625,0.006207998407965232
110102816320,0.005579379009812593
110102816325,0.0026504650225405483
110102816721,0.0005021933399170075
110102835465,0.0036344382912302494
110102835762,0.004938666462689817
110102871220,0.011713844185854428
110102871228,0.003191373004576075
110102873020,0.0125296234933833
110102873026,0.11363463927726478
110102912126,0.0007435555407661228
110102912424,0.011434349909652863
110102916926,0.012115760587402076
110102918660,0.99946334748318
110102933067,0.0029924303656050475
110102971021,0.003294402878269253
110102973320,0.0022549078198869626
110102973729,0.001803327005088802
110102973924,0.004193659813008873
110103010728,0.0004290645387219228
110103018267,0.9599164317213282
110103018466,0.1660494272982295
110103018561,0.0003236343990355045
110103035464,0.0063256726523072656
110103073525,0.0032582781665188593
110103112829,0.022154164220426112
110103114566,0.0007395033068567728
110103116221,0.0013184579556961779
110103118065,0.3311445189849324
110103118366,0.03390029798249311
110103118465,0.007266981047743034
110103118869,0.005921327601383825
110103171221,0.009390942335678856
110103171521,0.006766416394857279
110103212425,0.9264922650059628
110103212522,0.010023594206868814
110103216621,0.009196624853212466
110103218368,0.5607729134855942
110103218764,0.007372349352300242
110103233860,0.006835332319864235
110103235660,0.0014357694119636155
110103273729,0.12361669430584915
110103273822,0.0006163125682767147
110103310263,0.0058129679501381926
110103314762,0.011993682851471616
110103316323,0.005282838995508653
110103318065,0.014578556433386331
110103318467,0.000605692489403273
110103318469,0.0036943958619046102
110103333868,0.014463140761961956
110103373229,0.0012105962726999702
110103373621,0.0008096965592171871
110103373624,0.02925356255241165
110103410325,0.00535511848846949
110103412220,0.999289842366997
110103412325,0.1518710313440997
110103414068,0.0011319217085669776
110103414663,0.003107046768146512
110103414867,0.009018965319004785
110103433064,0.011159820538294724
110103433760,0.02488108701788935
110103435260,0.021041949034371208
110103471221,0.055863024612713814
110103471227,0.0012370791304890589
110103510325,0.033744075148728694
110103512423,0.4176722496979472
110103518066,0.010416978560450856
110103518463,0.002730160533144529
110103518661,0.061530473448645234
110103535467,0.002500235722888061
110103612126,0.9030360181794757
110103612224,0.004975276904536085
110103616126,0.0006854975763914131
110103616424,0.044990222410322064
110103616921,0.0065469880211689565
110103633864,0.0014046275715920919
110103714268,0.016573266838449334
110103714367,0.0030580374191658296
110103716621,0.0004777116248329656
110103716623,0.03627514760598968
110103718268,0.023455003464917763
110103718464,0.017056687041336876
110103735161,0.03320471579894623
110103735266,0.03237490595280778
110103735669,0.0006094559042393108
110103735767,0.8697112295008421
110103771527,0.0026706913886187303
110103773926,0.1347293227380608
110103814960,0.04712303912542373
110103816326,0.9995722778795229
110103816921,0.9568244524691396
110103835563,0.002912270124078793
110103914964,0.044411629280782995
110103918061,0.017778121564929403
110103918664,0.0030788041791112663
110103933761,0.4965238037655306
110103935165,0.0038506003661929133
110103935264,0.0009138769914918551
110103935763,0.0006856739324461637
110103971521,0.0008449163737911631
110103973129,0.002724457784044425
110104012523,0.003401222104184874
110104014167,0.008571865214164177
110104014560,0.13127103484278596
110104016624,0.9967633176945097
110104071022,8.594079871015403e-05
110104073426,0.0010142358365511233
110104073726,0.0008364914707175668
110104073929,0.003714425381996306
110104112028,0.003605459928909789
110104114567,0.1432325232065287
110104116822,0.021689831695383008
110104133069,0.019632203040137682
110104135360,0.012527918777331972
110104173022,0.09577079618883257
110104173024,0.9751722946037332
110104173321,0.00585066052315885
110104173427,0.002771305852354995
110104212326,0.02547583745626861
110104212427,0.025756340394225797
110104212629,0.019588272562647
110104214166,0.0004526887075726285
110104214366,0.009381339564856829
110104214666,0.08009791192032106
110104216028,0.00773084581680403
110104218764,0.09664924890445477
110104235568,0.8788519989146176
110104235863,0.999177776334102
110104235960,0.04330744904294871
110104235969,0.0005238557328362519
110104273020,0.7401277884190729
110104312328,0.01691125033881757
110104316720,0.01190087681132563
110104318168,0.5985289945603538
110104333864,0.002006177199706718
110104335264,0.05140562318846475
110104335761,0.3735026822309996
110104371525,0.008430114827805897
110104373225,0.0023056824289868823
110104373524,0.033656981335277406
110104373724,0.012953685498647026
110104414562,0.007086479375155541
110104414566,0.002622804650979561
110104414963,0.07007306518465951
110104416321,0.44196611760358107
110104416323,0.005199440171073235
110104418063,0.014379361832675634
110104418861,0.0037150832770062297
110104433063,0.010586315626239129
110104435869,0.248897482389426
110104471220,0.9176295715077676
110104471527,0.0006023213152880842
110104473424,0.0008212730443182965
110104518869,0.08574388798293893
110104573525,0.010307649709999363
110104573729,0.043255742693766926
110104612025,0.8831751520704048
110104612521,0.013303062926222443
110104614060,0.4330322703879115
110104616124,0.07885021721499369
110104618266,0.7087652570637194
110104618763,0.0013655712957521785
110104633863,0.0006473751430465744
110104635166,0.019358545595662833
110104635360,0.009784683308408898
110104635569,0.013097984073112755
110104673129,0.9995032574363408
110104714167,0.9684963452070171
110104735161,0.00020453099685449448
110104735462,0.06060057923117474
110104735661,0.0004998598966731465
110104773629,0.0007778569501709232
110104812725,0.003460009386359251
110104814967,0.0038259484234401072
110104816025,0.048390318357537015
110104835068,0.004793652063438113
110104835468,0.2253929465921864
110104835964,0.9662591668490522
110104873422,0.012401946101339902
110104912721,0.03164423900636112
110104914069,0.2827831984433497
110104914661,0.004240352325239697
110104918067,0.006597356198215725
110104918562,0.0015859552318859707
110104933763,0.001577031316619066
110104933868,0.7355458595616768
110104971226,0.0009061794610478687
110104971229,0.045759624692924106
110104973125,0.01360719600528086
110105016123,0.2035967942572084
110105016425,0.0009776629146723383
110105016520,0.07338457283877106
110105033069,0.002765549979234767
110105035869,0.9378464630931641
110105071026,0.3023431877505389
110105116320,0.9998140120105315
110105116327,0.9824024339055591
110105116421,0.001628442989104009
110105116622,0.3785611814926114
110105118463,0.7962582450042387
110105118562,0.0002391781653280375
110105133761,0.058904204735025126
110105135768,0.057260163870537076
110105135961,0.992817505890198
110105171523,0.00017284974112046598
110105173724,0.0034108060786836518
110105212325,0.949912833579842
110105214162,0.07199581607065997
110105216127,0.0069574544123957634
110105218765,0.006929679040956387
110105271522,0.003090132896606255
110105273126,0.08119783899303222
110105273323,0.00048771838749515466
110105312921,0.002386029175652055
110105318961,0.021159183815758827
110105333063,0.0015484171666072983
110105333861,0.010241183966219886
110105373820,0.0008855983513401152
110105373824,0.0002331501436110209
110105373928,0.0027584040941753783
110105416728,0.0019669055315326032
110105418365,0.2680061579203877
110105418761,0.015338431512712357
110105435864,0.99430889536401
110105473220,0.00916234970369204
110105473728,0.7258563863804846
110105516120,0.019587663671285862
110105516325,0.0013869400357853364
110105518360,0.6800858796023761
110105518964,0.0242383562855085
110105533763,0.004467859940839543
110105535563,0.6554126187000329
110105573723,0.8051163844992648
110105616123,0.016192773608478896
110105618266,0.02809767628936144
110105635360,0.009405152699113248
110105673022,0.001808240906950381
110105673522,0.012800867412848973
110105716020,0.00011778538622175633
110105716421,0.8961967399086438
110105718969,0.003769600933045298
110105733867,0.0001983900457221704
110105735160,0.0005073064419744498
110105735568,0.0008612041572684005
110105771524,0.010379938072539958
110105773122,0.0016669707196828034
110105816823,0.005633819086603239
110105816928,0.0024628636680559765
110105818769,0.005036534147578163
110105916827,0.0018061585120207726
110105916924,0.0013632710291960324
110105918964,0.013452097015375015
110105935863,0.0030587101704033703
110105971224,0.08669323762771429
110105973521,0.01691942495373885
110106016621,0.0003329572559980722
110106018065,0.09027583271076328
110106018169,0.0021543496424761906
110106035466,0.06905704937169235
110106035761,0.21737236787449535
110106116423,0.9995919185683888
110106135169,0.005929050431650504
110106135863,0.008285288156974125
110106173122,0.0010729501495616474
110106216329,0.04045262385967339
110106233863,0.0066210808875182825
110106235061,0.002243076158794708
110106235164,0.040352302174341034
110106273429,0.07598672630153795
110106273920,0.07619038892275237
110106316028,0.0025879495039313857
110106318463,0.10284051873751228
110106335466,0.0016103359588375411
110106371527,0.0017295318757743414
110106373122,0.2758867884842977
110106418266,0.9595677843800576
110106418668,0.004617305312227116
110106435063,0.0179211174997466
110106435464,0.8266440107245798
110106473321,0.9498469332938866
110106473428,0.0006313841381306701
110106518266,0.010815216504585095
110106518269,0.04796021591424842
110106535268,0.9426656256507004
110106573521,0.019700230011156856
110106573825,0.0011164650149688882
110106573929,0.0012893208878161806
110106616820,0.0003604216732328297
110106616920,0.08929732111390111
110106635765,0.00043493357604071966
110106673621,0.9840726769819226
110106712326,0.0016925591102245922
110106716229,0.021954283910045256
110106716723,0.0006415178099146496
110106735469,0.20916341176396905
110106771021,0.01948323963646931
110106773625,0.048088113031376514
110106814260,0.9662766231838128
110106816924,0.006261114842218432
110106818263,0.0008258693995109631
110106835662,0.002019926589171408
110106873926,0.0012378483345218006
110106918869,0.005444867223495414
110106935163,0.003404644744415517
110106935561,0.007842511781791425
110106935968,0.00846741682621798
110107010961,0.997620501279302
110107016529,0.013250510204530394
110107016728,0.9697543752135778
110107018363,0.000929659413600124
110107018364,0.0010633312945883928
110107018466,0.00021373508807649981
110107018560,0.006307687453357679
110107035068,0.003735785960996181
110107073025,0.006163162449709172
110107110861,0.9490316811892726
110107112465,0.002876696610440193
110107112962,0.014337195616466071
110107114068,0.002113016919746765
110107114367,0.9968707264753778
110107114560,0.013011982354675005
