userid,orderType
100000000371,0.0025718035
100000001215,0.00081585953
100000001445,0.002535051
100000001575,0.99792033
100000001601,0.00094313297
100000001737,0.99847037
100000001829,0.0047659855
100000002055,0.0009001001
100000002241,0.00109398
100000003067,0.0010740007
100000004161,0.9979547
100000004307,0.0015856186
100000004855,0.99778557
100000005055,0.0009081877
100000005701,0.004584565
100000006247,0.0008979312
100000006327,0.030674264
100000006333,0.008047537
100000006397,0.00095184025
100000007397,0.7793802
100000007525,0.8010892
100000007951,0.01299802
100000007955,0.058897607
100000008131,0.00093049335
100000008427,0.036606446
100000008745,0.0010993477
100000009049,0.03568915
100000009197,0.35909817
100000009419,0.030000657
100000009629,0.00094267656
100000009961,0.99651045
100000010157,0.99618196
100000011403,0.0007718694
100000012993,0.010890641
100000013089,0.932507
100000013205,0.012187443
100000013455,0.001296321
100000013591,0.05435005
100000013861,0.0009968888
100000014191,0.17784639
100000014963,0.0014582048
100000015053,0.0008680492
100000015077,0.9980293
100000015351,0.75551903
100000015659,0.9981407
100000016411,0.002256634
100000016637,0.00085344684
100000016665,0.00076040794
100000016715,0.1415518
100000016843,0.0033812916
100000017191,0.034877446
100000017255,0.0009148215
100000017517,0.0052350485
100000017533,0.0316379
100000018131,0.99481696
100000018141,0.0640029
100000018219,0.0022811757
100000018439,0.04303524
100000018651,0.0020820105
100000018843,0.23312539
100000019085,0.011181811
100000019503,0.012109423
100000019777,0.0007817385
100000019831,0.014243956
100000019875,0.33879152
100000020599,0.01960545
100000020705,0.17328519
100000020839,0.014152606
100000021007,0.010562362
100000021741,0.002276907
100000023031,0.08018423
100000023341,0.0009228561
100000023847,0.0009075869
110020671228,0.9971644
110100014968,0.010709681
110100016420,0.080944546
110100016422,0.00082141365
110100018261,0.19235085
110100035666,0.0075505027
110100073025,0.049495485
110100073927,0.99831235
110100116029,0.0007864037
110100133766,0.0054018483
110100171523,0.0098910285
110100173226,0.20986366
110100218469,0.0743511
110100235669,0.000799127
110100316927,0.0011081605
110100335267,0.0010808633
110100371520,0.008311297
110100373224,0.0007945585
110100412425,0.0012840899
110100418260,0.0011141729
110100418567,0.9037158
110100471522,0.00083160546
110100471527,0.0025068056
110100473324,0.009822456
110100512827,0.009328944
110100514267,0.0008064601
110100516521,0.0019204993
110100516723,0.004078258
110100516929,0.9979317
110100535662,0.19682479
110100573222,0.94659835
110100573627,0.0007233084
110100614362,0.02284367
110100614562,0.99759704
110100618862,0.0007120808
110100635761,0.006693675
110100673622,0.26441985
110100673828,0.012154233
110100735369,0.49395543
110100816922,0.0015723455
110100818367,0.3222041
110100835466,0.025962897
110100835868,0.109791175
110100871522,0.9454276
110100873722,0.16295733
110100933760,0.9291852
110100973525,0.0071108597
110101018063,0.034963
110101018362,0.0010665135
110101035263,0.00071031426
110101071220,0.0038516477
110101071222,0.0074033714
110101071527,0.00083054113
110101073025,0.00085049594
110101073225,0.63139874
110101073822,0.0007071256
110101112320,0.005937052
110101114064,0.45538634
110101114660,0.22861339
110101118361,0.000704873
110101135467,0.000793602
110101173725,0.01645249
110101210069,0.80520236
110101212223,0.000675754
110101215122,0.2199938
110101216420,0.0011600803
110101216527,0.83019274
110101216821,0.0007156504
110101217027,0.99799466
110101217820,0.0024380104
110101217824,0.99698454
110101218861,0.9978981
110101233064,0.73692715
110101273629,0.012520879
110101273724,0.0007863446
110101273826,0.003393671
110101273925,0.025695119
110101312122,0.2591097
110101314164,0.058699813
110101316227,0.18564354
110101316624,0.9966634
110101335164,0.023409568
110101335961,0.0011477431
110101373120,0.024686877
110101373626,0.008166088
110101410927,0.997468
110101416523,0.98537374
110101416629,0.20474875
110101418269,0.7818054
110101418763,0.0057874606
110101433762,0.046461515
110101435165,0.0009321772
110101435360,0.0029851412
110101435465,0.0008827969
110101471226,0.1619224
110101473623,0.09647966
110101512925,0.77060556
110101516227,0.028641516
110101516323,0.001424863
110101518360,0.000728056
110101518560,0.610139
110101535968,0.021792954
110101610427,0.102089845
110101610625,0.0014039843
110101610760,0.16317552
110101610768,0.6782497
110101612027,0.00097311626
110101612064,0.010763522
110101615728,0.0007499701
110101615828,0.035899255
110101615925,0.0013878153
110101616227,0.00790209
110101616427,0.00075632223
110101616628,0.0020401487
110101616762,0.0007218527
110101616863,0.0007885728
110101616867,0.0007760119
110101616966,0.00083327317
110101617522,0.001450713
110101618860,0.2937024
110101618964,0.33432522
110101618967,0.0015950083
110101673221,0.87285155
110101673423,0.04371248
110101712427,0.00084870926
110101712621,0.03586524
110101712622,0.004156319
110101714266,0.00093089946
110101714568,0.010739007
110101716420,0.055083662
110101718064,0.039912377
110101718461,0.03242473
110101735567,0.000899326
110101771028,0.00074091257
110101773127,0.06595351
110101773722,0.0011487434
110101773820,0.0067692185
110101810162,0.0010726915
110101810364,0.9970276
110101810367,0.9864022
110101814963,0.18907389
110101816628,0.0357142
