userid,lgbm_roof_fold3_lr0.018_numleaves48_minchildweight1_featurefraction0.65_baggingfraction0.8_l1-0.0_l2-14.5seed52100
100000000013,0.005836103851583065
100000000111,0.811451490170734
100000000127,0.08112687488855616
100000000231,0.286865965473468
100000000379,0.001279142401606756
100000000393,0.0006638292771920867
100000000423,0.15707142073820435
100000000459,0.8917927405380376
100000000465,0.0012194539293497537
100000000471,0.0037403373943790657
100000000637,0.7882193813444743
100000000695,0.9934062557382849
100000000745,0.009816020648683005
100000000755,0.012265022668841856
100000000867,0.9874467803136087
100000000949,0.018016531507210453
100000000975,0.8707387242857053
100000001023,0.9976994904712663
100000001195,0.0398463305696806
100000001231,0.013725233667401138
100000001295,0.010865513979010212
100000001343,0.0031724074774201493
100000001505,0.9993315926219836
100000001557,0.005943778341148749
100000001683,0.01437954208845565
100000001711,0.06118280286808441
100000001803,0.0006725396711255977
100000001955,0.10210380032552727
100000001963,0.00268915689334868
100000002111,0.004821064292826656
100000002165,0.03421037815249043
100000002179,0.0016418778352810643
100000002199,0.5532627590158414
100000002215,0.8875518733880727
100000002243,0.019942261450173148
100000002245,0.003939248769346843
100000002271,0.12852611027478122
100000002307,0.005379495862477747
100000002363,0.0010265648305542352
100000002371,0.009803042476301184
100000002535,0.01901690268564167
100000002581,0.021912891960705342
100000002653,0.02041410879691217
100000002811,0.00037503900904722046
100000002873,0.009210003001121505
100000002879,0.0016773459656870483
100000003091,0.7890199172084218
100000003097,0.0033710995559847064
100000003311,0.0004113436431901566
100000003461,0.9994004402934902
100000003483,0.0007211560664459315
100000003559,0.04376887448147242
100000003611,0.8772261222053281
100000003639,0.001229894739823034
100000003685,0.0555243357278606
100000003805,0.0013720847753580826
100000003875,0.23866222377724466
100000003891,0.0005841866305588736
100000003941,0.007627012162251327
100000004163,0.019126192412058807
100000004223,0.007215624496413526
100000004277,0.03154952820755602
100000004297,0.26093503951523483
100000004303,0.019066254947822887
100000004317,0.003347737023015332
100000004319,0.0002586012789478524
100000004359,0.012034381613167708
100000004429,0.0035615262045059393
100000004453,0.0011456585840473356
100000004529,0.0012345806054932205
100000004867,0.0038983988432465845
100000005007,0.9960636286823935
100000005091,0.005147382399392177
100000005125,0.011540067732221618
100000005513,0.0012869327169579498
100000005649,0.984437673198806
100000005719,0.009669150088680174
100000005739,0.022199092342061397
100000005755,0.007907805697044449
100000005805,0.3945598844930183
100000005955,0.004337708685339944
100000006005,0.013307670258216947
100000006013,0.0008682119459477613
