userid,lgbm_roof_fold5_lr0.015_numleaves38_minchildweight1_featurefraction0.7_baggingfraction0.78_l1-0.0_l2-13.5seed2016
100000000013,0.00683552642358
100000000111,0.809390718814
100000000127,0.0478987303263
100000000231,0.368587115824
100000000379,0.0024683312303
100000000393,0.0015595730764
100000000423,0.140374178743
100000000459,0.910619791366
100000000465,0.00145138842768
100000000471,0.0100970072163
100000000637,0.833780481834
100000000695,0.972981101181
100000000745,0.0193034269154
100000000755,0.00520723050948
100000000867,0.976675328042
100000000949,0.0218520261467
100000000975,0.895242844687
100000001023,0.996607832076
100000001195,0.0788161772607
100000001231,0.0242227270257
100000001295,0.00747809370351
100000001343,0.00738102240647
100000001505,0.998728703596
100000001557,0.0047669055564
100000001683,0.0134458647226
100000001711,0.0735257521375
100000001803,0.000468135775806
100000001955,0.132476138244
100000001963,0.0038754075198
100000002111,0.00746688158213
100000002165,0.0395746509832
100000002179,0.00154495109707
100000002199,0.74592996297
100000002215,0.880363520075
100000002243,0.0300956746188
100000002245,0.00762096970643
100000002271,0.229436354714
100000002307,0.0063040752442
100000002363,0.00140614463727
100000002371,0.0113633351212
100000002535,0.0225352739603
100000002581,0.0215318764918
100000002653,0.0334978696571
100000002811,0.000298160920208
100000002873,0.0119293656501
100000002879,0.00427000980043
100000003091,0.909291767005
100000003097,0.00663361548149
100000003311,0.000319653554859
100000003461,0.999527540584
100000003483,0.00117594247257
100000003559,0.0337183983007
100000003611,0.914295049273
100000003639,0.00231114278351
100000003685,0.112799639338
100000003805,0.00168089658662
100000003875,0.192882472769
100000003891,0.00115134533351
100000003941,0.0049978513123
100000004163,0.031471634807
100000004223,0.00886918949029
100000004277,0.0378576729231
100000004297,0.419068220296
100000004303,0.0224356581079
100000004317,0.00539601551859
100000004319,0.00144207835007
100000004359,0.0109504654445
100000004429,0.00412985158127
100000004453,0.00397483798967
100000004529,0.000970389146442
100000004867,0.00336309499448
100000005007,0.994984228176
100000005091,0.00926191604536
100000005125,0.0216473282007
100000005513,0.00277921766911
100000005649,0.974380754878
100000005719,0.0170485640624
100000005739,0.0126047248681
100000005755,0.0230223202569
100000005805,0.420428385836
100000005955,0.0040034793632
100000006005,0.0102269528938
100000006013,0.00191481702313
100000006081,0.400505181676
100000006123,0.250853543437
100000006395,0.00642074219076
100000006487,0.000682591041221
100000006539,0.760515378436
100000006569,0.00057105189437
100000006605,0.0209380811357
100000006647,0.00508849913501
100000006857,0.00343857981918
100000006933,0.00751939010283
100000006981,0.00435235099272
100000007073,0.198376630065
100000007079,0.000399792528449
100000007283,0.00463269713197
100000007329,0.00393656625648
100000007367,0.16232648127
100000007409,0.0293667601967
100000007457,0.00900235866447
100000007533,0.00516937630739
100000007609,0.00642871380928
100000007639,0.000415505274827
100000007745,0.152114860997
100000007753,0.00389940506525
100000007785,0.00718489986177
100000008119,0.999076489159
100000008253,0.847048318145
100000008425,0.981676460113
100000008481,0.0850860858676
100000008483,0.0805133570316
100000008529,0.00453765062881
100000008565,0.000392639385191
100000008995,0.00601614637243
100000009017,0.999432402874
100000009249,0.386811920274
100000009417,0.186268383983
100000009463,0.0805071074399
100000009481,0.833909428926
100000009491,0.480861228154
100000009583,0.0423020362117
100000009611,0.00204738399426
100000009743,0.036946598506
100000009771,0.00405845890145
100000009773,0.999535943016
100000009807,0.00169345430996
100000009925,0.996016494823
100000010101,0.974024034016
100000010161,0.0135812003431
100000010177,0.00839167615166
100000010199,0.999792442618
100000010239,0.000418868791874
100000010247,0.0117953383621
100000010249,0.144658375946
100000010279,0.547903219663
100000010287,0.341399190639
100000010293,0.00796213608414
100000010297,0.0136098164362
100000011105,0.00136466189048
100000011131,0.0579937213535
100000011325,0.0193877177845
100000011427,0.00810206905936
100000011573,0.00669451273863
100000011591,0.18549030446
100000011653,0.00187596893643
100000011741,0.00660330507957
100000011755,0.225822977779
100000011763,0.0109138420196
100000011845,0.0300965869532
100000011933,0.0144778046198
100000012027,0.00801716516887
100000012133,0.000697818494707
100000012137,0.0175832351331
100000012213,0.0216123355508
100000012219,0.0141957745871
100000012235,0.00223864517862
100000012277,0.0696210257549
100000012341,0.0044174939713
100000012367,0.00124945511043
100000012405,0.445198741044
100000012441,0.0159502968879
100000012507,0.00151883841925
100000012713,0.00191540024892
100000012715,0.00568880200019
100000012717,0.106592918006
100000012719,0.00528368350318
100000012793,0.01107748451
100000012867,0.954161513611
100000012885,0.38729283083
100000012889,0.000820689590891
100000012931,0.429821589135
100000012965,0.0025602623697
100000012981,0.330271711315
100000013027,0.0015428435077
100000013381,0.00212619686286
100000013429,0.00744844820205
100000013461,0.000800138345195
100000013471,0.21621062472
100000013499,0.817144749635
100000013669,0.0532872101563
100000013673,0.00611861073393
100000013837,0.0319447027481
100000013965,0.0105520773962
100000014029,0.999757035327
100000014143,0.0229565436185
100000014259,0.290704482981
100000014271,0.616149229577
100000014311,0.00414510459248
100000014315,0.0384852093068
100000014383,0.00605729847675
100000014421,0.236909704255
100000014423,0.000352855770752
100000014449,0.00187585064425
100000014641,0.0002558690767
100000014679,0.0277909569463
100000014745,0.0016249350435
100000014865,0.0114233652213
100000014899,0.00143138150431
100000014949,0.984341200521
100000014973,0.00172211889239
100000014981,0.000829175060582
100000015043,0.00392997710824
100000015129,0.584293693241
100000015145,0.00544840570842
100000015153,0.00477278598529
100000015213,0.0125664757294
100000015223,0.75576079348
100000015275,0.00355401490931
100000015433,0.0178907544487
100000015475,0.229452461578
100000015747,0.00107136483495
100000015791,0.0426839068801
100000015969,0.924542724114
100000016009,0.00273224062046
100000016197,0.664750005258
100000016219,0.00191718216627
100000016265,0.999303350337
100000016341,0.0125028051602
100000016351,0.00411775767169
100000016391,0.0029363280848
100000016831,0.00493115331918
100000016845,0.000208089019532
100000016861,0.0309973941168
100000016987,0.00150538068162
100000017177,0.0506493356385
100000017277,0.999171940875
100000017281,0.00506800051087
100000017345,0.00193657328896
100000017367,0.00160579044094
100000017465,0.999190293573
100000017469,0.00793337032272
100000017505,0.00273828002218
100000017691,0.0587506567458
100000017693,0.189526441302
100000017965,0.00869624563177
100000018097,0.017990570481
