userid,lgbm_roof_fold3_lr0.025_numleaves128_minchildweight9_featurefraction0.88_baggingfraction0.6_l1-0.5_l2-0.5seed520
100000000013,0.0016493337762274686
100000000111,0.9492693714059776
100000000127,0.03700394520260125
100000000231,0.08258472505242997
100000000379,0.00014389553861345335
100000000393,0.0001323232449976697
100000000423,0.003763899095846246
100000000459,0.08083827672140938
100000000465,0.0026120850922497635
100000000471,0.015151081965700046
100000000637,0.9515621188802004
100000000695,0.9791829305151385
100000000745,0.004751385842181884
100000000755,0.0019046852648907698
100000000867,0.9443615619341185
100000000949,0.005463804008710573
100000000975,0.8358592402174757
100000001023,0.9959277877502704
100000001195,0.0862410027911478
100000001231,0.004146117075471916
100000001295,0.0017567966954094014
100000001343,0.0052033628834666935
100000001505,0.9994478068618842
100000001557,0.005799620942422942
100000001683,0.004252523152370958
100000001711,0.006612338206527581
100000001803,0.0002524171317952552
100000001955,0.05137585916813694
100000001963,0.0019722337761464725
100000002111,0.0027584993265100366
100000002165,0.010206491391726174
100000002179,0.0017321186386532379
100000002199,0.5971309625442074
100000002215,0.9855324292568196
100000002243,0.034191341504164106
100000002245,0.006727241985710917
100000002271,0.08424207926288936
100000002307,0.009372524851936516
100000002363,0.000866020209112579
100000002371,0.008069978753236947
100000002535,0.0062798362231582016
100000002581,0.01346170872607035
100000002653,0.03407702134781606
100000002811,0.0002111128479827321
100000002873,0.02602613412424761
100000002879,0.004057872027195353
100000003091,0.49238530546574916
100000003097,0.0015447940626820264
100000003311,0.00019978724819531254
100000003461,0.9979607539674115
100000003483,0.0005946600345290861
100000003559,0.002562391933482665
100000003611,0.9078825592329838
100000003639,0.00016549026480256162
100000003685,0.09849369029367126
100000003805,0.0009527152839966465
100000003875,0.17423093812700174
100000003891,0.0004977867625124287
100000003941,0.002969850028632432
100000004163,0.00341940639294119
100000004223,0.009192254934439866
100000004277,0.03513583242196673
100000004297,0.46501606308256976
100000004303,0.01029999152694082
100000004317,0.0007966362821372391
100000004319,0.00033114572243527987
100000004359,0.010070672770760278
100000004429,0.0027591143341778234
100000004453,0.0009045045074223186
100000004529,0.001817258749285611
100000004867,0.006009057650872083
100000005007,0.964783612148023
100000005091,0.005013995238899176
100000005125,0.002783086074318688
100000005513,0.0029116635164289956
100000005649,0.9481082420333893
100000005719,0.005013246168495297
100000005739,0.021614210296978697
100000005755,0.005765327788727189
100000005805,0.5762013371466841
100000005955,0.0016006392249107938
100000006005,0.04888633232435109
100000006013,0.0002751682067304314
100000006081,0.17759064052007667
100000006123,0.31874620389701463
100000006395,0.0013319196526543544
100000006487,0.00034608005359134373
100000006539,0.5112818319986601
100000006569,0.00013838505103300853
100000006605,0.0044300604264159915
100000006647,0.023768711636431145
100000006857,0.0013495028217990908
100000006933,0.001609690112098187
100000006981,0.0024439411884730105
100000007073,0.09797205597991462
100000007079,0.0006679945918820606
100000007283,0.0040032672691408065
100000007329,0.0030628182029804616
100000007367,0.27475286664492293
100000007409,0.00891145477413315
100000007457,0.006503490950661097
100000007533,0.0025206171281736563
100000007609,0.0010421544021293
100000007639,0.0004040059962671998
100000007745,0.20986167868721722
100000007753,0.007333360519505675
100000007785,0.0004529782549599384
100000008119,0.9965991368838012
100000008253,0.8050175889639813
100000008425,0.9811523845666349
100000008481,0.04706451554249729
100000008483,0.12104037046651488
100000008529,0.0016689800980888118
100000008565,0.0002929762720802752
100000008995,0.005929821023413767
100000009017,0.9914212357996733
100000009249,0.4680019516162699
100000009417,0.12075089202007493
100000009463,0.011478764464399528
100000009481,0.9693419412973965
100000009491,0.5604164652622424
100000009583,0.006161939955409688
100000009611,0.0007499688644980008
100000009743,0.004364363137716626
100000009771,0.0036444878171505934
100000009773,0.9971869045350611
100000009807,0.0006473693873130468
100000009925,0.9989541330163673
100000010101,0.9922358410762437
100000010161,0.035590552919587404
100000010177,0.010462761444849396
100000010199,0.9973714676679294
100000010239,0.00017738565784137248
100000010247,0.009241493006724066
100000010249,0.06728562192501983
100000010279,0.5595002825510551
100000010287,0.6852901272446668
100000010293,0.0024824603549229423
100000010297,0.002879039446100944
100000011105,0.002544870226413226
100000011131,0.04738743087590083
100000011325,0.012008286955760304
100000011427,0.0030463918058716154
100000011573,0.00470296692950669
100000011591,0.24938791861074533
100000011653,0.0005361613172193436
100000011741,0.005095026747208111
100000011755,0.20588177654494846
100000011763,0.004159556016762435
100000011845,0.00971783153703648
100000011933,0.0006527191939309429
100000012027,0.0007347168770844925
100000012133,0.0020550030836853613
100000012137,0.025672058973671398
100000012213,0.007830577034305676
100000012219,0.002094639105340079
100000012235,0.002389253719738733
100000012277,0.04430355240941886
100000012341,0.0028437283368500004
100000012367,0.0007427082308009101
100000012405,0.3624677905906352
100000012441,0.010034684402660426
100000012507,0.00018052712771558733
100000012713,0.0003951142955438686
100000012715,0.012232180476667144
100000012717,0.07485771097591343
100000012719,0.0017208846284457514
100000012793,0.0023493112767932166
100000012867,0.9763973954913254
100000012885,0.10188693606727717
100000012889,0.00015753736059365478
100000012931,0.08720118235333843
100000012965,0.010878498223679409
100000012981,0.2673293236033787
100000013027,0.0003373546079401346
100000013381,0.0004222275473308515
100000013429,0.0019257525187459628
100000013461,0.006940031216376469
100000013471,0.28291831035073733
100000013499,0.8214298450653111
100000013669,0.05613526106656788
100000013673,0.0016127530116541802
100000013837,0.02248732981867009
100000013965,0.009522986613559376
100000014029,0.9986824720222748
100000014143,0.21555362806672185
100000014259,0.03868374931631126
100000014271,0.8146622438603216
100000014311,0.002148046607051598
100000014315,0.01861703381427924
100000014383,0.007666432780925227
100000014421,0.07866734926195082
100000014423,0.0006499369780865723
100000014449,0.005044911660886868
100000014641,0.0001427932307123532
100000014679,0.00500275923783008
100000014745,0.0009506042591837312
100000014865,0.002665948972040938
100000014899,0.0005385229112605158
100000014949,0.9795481479676242
100000014973,0.0003743849252821377
100000014981,0.0003203247423322164
100000015043,0.0029247254991817137
100000015129,0.3188687682447657
100000015145,0.00046414995917709844
100000015153,0.0013738952669931836
100000015213,0.009330982126823643
100000015223,0.6192426673076438
100000015275,0.002605480931491838
100000015433,0.010717906519626032
100000015475,0.29360080391031246
100000015747,0.003865417107162487
100000015791,0.04872262263031761
100000015969,0.9613132759682829
100000016009,0.0006883373385479176
100000016197,0.6000257853935869
100000016219,0.00023658366648551598
100000016265,0.9996796071328287
100000016341,0.0015485712022860693
100000016351,0.003028969139160335
100000016391,0.0009011529452820009
100000016831,0.009779160779241772
100000016845,0.00015297943882083424
100000016861,0.04448664379446113
100000016987,0.0006136465665191501
100000017177,0.004500664080081602
100000017277,0.997276969564195
100000017281,0.0008618334744027187
100000017345,0.0007210008541945194
100000017367,0.0009723253545112133
100000017465,0.9970098557537285
100000017469,0.0008841677545032741
100000017505,0.001197912742880854
