userid,xgb_predict_roof_fold3_eta0.017_min_child_weight16_colsample_bytree0.49_max_depth14_subsample0.75_seed6331
100000000013,0.005905375350266695
100000000111,0.748342752456665
100000000127,0.08128832280635834
100000000231,0.3285137712955475
100000000379,0.0015059694414958358
100000000393,0.0009164673392660916
100000000423,0.18693402409553528
100000000459,0.7142209410667419
100000000465,0.0026984813157469034
100000000471,0.007430975325405598
100000000637,0.6304945945739746
100000000695,0.9848124980926514
100000000745,0.008921466767787933
100000000755,0.009686272591352463
100000000867,0.9585574865341187
100000000949,0.025384804233908653
100000000975,0.9259076714515686
100000001023,0.991915762424469
100000001195,0.07081040740013123
100000001231,0.01644565351307392
100000001295,0.02675994671881199
100000001343,0.007942520081996918
100000001505,0.9975876808166504
100000001557,0.004346661735326052
100000001683,0.020642923191189766
100000001711,0.07585577666759491
100000001803,0.00044236876419745386
100000001955,0.18060000240802765
100000001963,0.007265126332640648
100000002111,0.013840023428201675
100000002165,0.02046959660947323
100000002179,0.0018276445334777236
100000002199,0.6110884547233582
100000002215,0.9282543659210205
100000002243,0.008718638680875301
100000002245,0.025762204080820084
100000002271,0.22709114849567413
100000002307,0.00833268091082573
100000002363,0.0008495915681123734
100000002371,0.016030162572860718
100000002535,0.016243617981672287
100000002581,0.010385951958596706
100000002653,0.03642285242676735
100000002811,0.0004071917792316526
100000002873,0.06336671113967896
100000002879,0.0016948920674622059
100000003091,0.8539373278617859
100000003097,0.0096952049061656
100000003311,0.000638440134935081
100000003461,0.998428463935852
100000003483,0.0005461554392240942
100000003559,0.01905188336968422
100000003611,0.9068114757537842
100000003639,0.003312652464956045
100000003685,0.184261292219162
100000003805,0.0014149048365652561
100000003875,0.21934469044208527
100000003891,0.0018120143795385957
100000003941,0.00795541051775217
100000004163,0.022253386676311493
100000004223,0.006626438349485397
100000004277,0.05023464933037758
100000004297,0.21968655288219452
100000004303,0.021004678681492805
100000004317,0.0075310892425477505
100000004319,0.0004424971994012594
100000004359,0.007671716623008251
100000004429,0.004603600595146418
100000004453,0.003805459477007389
100000004529,0.0006546775694005191
100000004867,0.006667576264590025
100000005007,0.991089940071106
100000005091,0.008910861797630787
100000005125,0.024595314636826515
100000005513,0.0023397307377308607
100000005649,0.9866691827774048
100000005719,0.0077518681064248085
100000005739,0.018829993903636932
100000005755,0.017997359856963158
100000005805,0.2964080572128296
100000005955,0.006871973630040884
100000006005,0.01721510849893093
100000006013,0.003118537599220872
100000006081,0.30228865146636963
100000006123,0.2781127989292145
100000006395,0.005085322540253401
100000006487,0.0009723530965857208
100000006539,0.8475241661071777
100000006569,0.0008195509435608983
100000006605,0.03223111480474472
100000006647,0.00897982157766819
100000006857,0.0009221129585057497
100000006933,0.0029348598327487707
100000006981,0.005697481334209442
100000007073,0.11596269905567169
100000007079,0.0005236007273197174
100000007283,0.0075378743931651115
100000007329,0.0077841696329414845
100000007367,0.1085144504904747
100000007409,0.13577085733413696
100000007457,0.003898977767676115
100000007533,0.013614212162792683
100000007609,0.004933921620249748
100000007639,0.00036754400935024023
100000007745,0.19781918823719025
100000007753,0.007116956170648336
100000007785,0.014277449809014797
100000008119,0.998823344707489
100000008253,0.8145345449447632
100000008425,0.9787672758102417
100000008481,0.03365129977464676
100000008483,0.10498826950788498
100000008529,0.006026828661561012
100000008565,0.0005267774686217308
100000008995,0.0196748785674572
100000009017,0.9979293346405029
100000009249,0.4275260269641876
100000009417,0.09445720911026001
100000009463,0.10198395699262619
100000009481,0.7517508864402771
100000009491,0.4515966475009918
100000009583,0.007820242084562778
100000009611,0.002225459087640047
100000009743,0.04434804618358612
100000009771,0.0028238813392817974
100000009773,0.9986593723297119
100000009807,0.002841146197170019
100000009925,0.9979658126831055
100000010101,0.9902474284172058
100000010161,0.023783095180988312
100000010177,0.03625565394759178
100000010199,0.9977859258651733
100000010239,0.00031799773569218814
100000010247,0.027516435831785202
100000010249,0.13413847982883453
100000010279,0.41126886010169983
100000010287,0.43448516726493835
100000010293,0.004034941550344229
100000010297,0.014695174060761929
100000011105,0.0025430128443986177
100000011131,0.21216784417629242
100000011325,0.01682553067803383
100000011427,0.006098978687077761
100000011573,0.003371912520378828
100000011591,0.3479384481906891
100000011653,0.0038811585400253534
100000011741,0.01745692268013954
100000011755,0.10463326424360275
100000011763,0.012196333147585392
100000011845,0.042270369827747345
100000011933,0.004260645247995853
100000012027,0.007101136725395918
100000012133,0.0015448682243004441
100000012137,0.04619106277823448
100000012213,0.01146833784878254
100000012219,0.011180650442838669
100000012235,0.0018000012496486306
100000012277,0.051072314381599426
100000012341,0.00635810662060976
100000012367,0.002083779778331518
100000012405,0.40033429861068726
100000012441,0.010664467699825764
100000012507,0.0016385363414883614
100000012713,0.0007336161797866225
100000012715,0.012766416184604168
100000012717,0.15654027462005615
100000012719,0.009883816353976727
100000012793,0.007504402659833431
100000012867,0.946100115776062
100000012885,0.3369101285934448
100000012889,0.0006438957643695176
100000012931,0.39886796474456787
100000012965,0.007564715575426817
100000012981,0.3627704381942749
100000013027,0.0007448979886248708
100000013381,0.0009954551933333278
100000013429,0.008306978270411491
100000013461,0.006018667481839657
100000013471,0.18865741789340973
100000013499,0.7814307808876038
100000013669,0.02565835975110531
100000013673,0.003524409607052803
100000013837,0.040702030062675476
100000013965,0.03274475038051605
100000014029,0.999477207660675
100000014143,0.05190393328666687
100000014259,0.17001228034496307
100000014271,0.735849142074585
100000014311,0.0025807812344282866
100000014315,0.049418091773986816
100000014383,0.009682214818894863
100000014421,0.15887567400932312
100000014423,0.0010452200658619404
100000014449,0.00239956215955317
100000014641,0.0005000891396775842
100000014679,0.04943184554576874
100000014745,0.0017187101766467094
100000014865,0.00821592751890421
100000014899,0.00081404740922153
100000014949,0.9647001624107361
100000014973,0.0008535620290786028
100000014981,0.0005656874272972345
100000015043,0.0004325813497416675
100000015129,0.4212988317012787
100000015145,0.00750255212187767
100000015153,0.006077715661376715
100000015213,0.004471875261515379
100000015223,0.8624193072319031
100000015275,0.01088791899383068
100000015433,0.014281033538281918
100000015475,0.2753185033798218
100000015747,0.002296728314831853
100000015791,0.03004755824804306
100000015969,0.5734261870384216
100000016009,0.002136518945917487
100000016197,0.8928093314170837
100000016219,0.0020849709399044514
100000016265,0.9986166954040527
100000016341,0.006899344269186258
100000016351,0.0028693201020359993
100000016391,0.000983550096862018
100000016831,0.0039000005926936865
100000016845,0.0010990382870659232
100000016861,0.06798618286848068
100000016987,0.0009594904840923846
100000017177,0.03960929065942764
100000017277,0.9949524402618408
100000017281,0.0021069489885121584
100000017345,0.0008374633034691215
100000017367,0.001484375330619514
100000017465,0.9981992840766907
100000017469,0.011943433433771133
100000017505,0.0015294455224648118
100000017691,0.057609740644693375
100000017693,0.27785196900367737
100000017965,0.004096986260265112
100000018097,0.024049686267971992
100000018117,0.0033572816755622625
100000018123,0.024167899042367935
100000018259,0.004260101355612278
100000018413,0.012606055475771427
100000018417,0.004307685419917107
100000018629,0.9830925464630127
100000018905,0.06508491188287735
100000018941,0.5931062698364258
100000018979,0.008537530899047852
100000019251,0.0481763631105423
100000019375,0.027036551386117935
100000019379,0.04939049854874611
100000019487,0.9863807559013367
100000019489,0.03546043112874031
100000019507,0.010805383324623108
100000019641,0.0005872395704500377
100000019697,0.048569414764642715
100000019829,0.0015574018470942974
100000019999,0.019795121625065804
100000020007,0.0037226583808660507
100000020017,0.01329124253243208
100000020019,0.2192070186138153
100000020061,0.005396186839789152
100000020213,0.008669803850352764
100000020277,0.027973607182502747
100000020301,0.0012032710947096348
100000020393,0.053873687982559204
100000020459,0.31603068113327026
100000020665,0.0026829817797988653
100000020745,0.8804330825805664
100000020809,0.0985027626156807
100000020811,0.0019512715516611934
100000020907,0.6944611072540283
100000020921,0.0033714366145431995
100000020931,0.00042303220834583044
100000020995,0.9912357330322266
100000021111,0.001682919217273593
100000021175,0.00308847613632679
100000021395,0.00794192310422659
100000021427,0.0022223927080631256
100000021453,0.0010704180458560586
100000021457,0.6910908222198486
100000021553,0.9888402819633484
100000021649,0.0037932265549898148
100000021659,0.3098190724849701
100000021759,0.001661555957980454
100000021783,0.0014026138233020902
100000021809,0.6155692338943481
100000021873,0.002345493296161294
100000022129,0.9983298182487488
100000022335,0.9971204996109009
100000022357,0.0016571710584685206
100000022389,0.3401154577732086
100000022417,0.007104604039341211
100000022481,0.0030408173333853483
100000022499,0.9990783929824829
100000022571,0.032132863998413086
100000022651,0.02014872245490551
100000022677,0.0015646674437448382
100000022761,0.026933835819363594
100000022773,0.0021811809856444597
100000022801,0.9991784691810608
100000022841,0.00021809748432133347
100000022931,0.10127662867307663
100000022963,0.25310930609703064
100000023051,0.03004249930381775
100000023443,0.005539473611861467
100000023563,0.056462377309799194
100000023659,0.17489825189113617
100000023915,0.004557729698717594
110020371225,0.061711497604846954
110020471524,0.9598546028137207
110020473123,0.11127597838640213
110020671528,0.007627581711858511
110020673328,0.2957984507083893
110020771524,0.0019980338402092457
110020773124,0.020467398688197136
110100014168,0.00029281509341672063
110100014369,0.020647993311285973
110100014466,0.00027376264915801585
110100014563,0.020036742091178894
110100016128,0.7244493961334229
110100016324,0.9924799203872681
110100016628,0.022773997858166695
110100016726,0.9977854490280151
110100016828,0.643792450428009
110100016928,0.8358116149902344
110100018268,0.0005496648955158889
110100018468,0.006092342548072338
110100018567,0.887680172920227
110100018764,0.00044557079672813416
110100033067,0.998484194278717
110100033863,0.0067498753778636456
110100035569,0.00039622074109502137
110100035669,0.20776668190956116
110100071228,0.00085233966819942
110100073229,0.2244555503129959
110100073827,0.05492033064365387
110100116024,0.5179219245910645
110100116027,0.0021174366120249033
110100116423,0.9974942207336426
110100116425,0.20424367487430573
110100116429,0.0014194605173543096
110100116920,0.006184558849781752
110100118262,0.15736156702041626
110100118265,0.0034291036427021027
110100118669,0.0243577491492033
110100133065,0.00042913644574582577
110100135162,0.9799571633338928
110100135163,0.0007443884969688952
110100135560,0.0005285521619953215
110100135562,0.029861001297831535
110100135764,0.016365116462111473
110100135767,0.002720621647313237
110100171021,0.003814943600445986
110100171526,0.003804920706897974
110100173725,0.001272957306355238
110100214160,0.001991874538362026
110100214261,0.002594603458419442
110100214263,0.0031661461107432842
110100214268,0.0005731034907512367
110100214961,0.011715563014149666
110100216329,0.0032677410636097193
110100218568,0.28695422410964966
110100218569,0.0007682399009354413
110100218662,0.0004903249791823328
110100218869,0.3469582498073578
110100218963,0.9907218217849731
110100233064,0.1846114546060562
110100233069,0.01695283316075802
110100235564,0.0007945869583636522
110100273222,0.03544885292649269
110100273229,0.987888753414154
110100273426,0.19215571880340576
110100273825,0.00760437548160553
110100316225,0.004194512963294983
110100316421,0.0005780069041065872
110100316423,0.0047481306828558445
110100316824,0.9854189157485962
110100316920,0.0014410485746338964
110100318867,0.22506281733512878
110100333066,0.15539389848709106
110100333868,0.007863552309572697
110100335060,0.003233389463275671
110100335161,0.04529166594147682
110100335662,0.9915900826454163
110100335665,0.8677505850791931
110100335769,0.8278732895851135
110100371225,0.0010241044219583273
110100373124,0.8239548802375793
110100373323,0.9952794313430786
110100373324,0.8835614323616028
110100373526,0.10015425831079483
110100412420,0.0017041292740032077
110100416123,0.037134140729904175
110100416221,0.01120325829833746
110100416425,0.0016178586520254612
110100418165,0.00021688870037905872
110100418369,0.0016654314240440726
110100433869,0.004176708869636059
110100435160,0.9582020044326782
110100435463,0.020184125751256943
110100435467,0.0017890339950099587
110100435869,0.224919855594635
110100471025,0.0037337203975766897
110100471223,0.17060884833335876
110100471225,0.005165655165910721
110100473027,0.20088276267051697
110100473524,0.016349373385310173
110100473723,0.9447557330131531
110100473728,0.9682996273040771
110100512322,0.010111880488693714
110100512326,0.006691525690257549
110100512625,0.997162401676178
110100512728,0.0020103477872908115
110100514160,0.30311301350593567
110100514164,0.08879687637090683
110100514166,0.001654955674894154
110100514169,0.005718267522752285
110100516026,0.03365352377295494
110100516222,0.017090387642383575
110100516323,0.0020937416702508926
110100516524,0.00016441685147583485
110100516727,0.0014096031663939357
110100516923,0.0350458137691021
110100516927,0.9815402626991272
110100518068,0.0024400476831942797
110100518264,0.011288605630397797
110100518265,0.006120115518569946
110100518665,0.004685290157794952
110100533768,0.008453764952719212
110100535060,0.00020288712403271347
110100535669,0.0007756984559819102
110100535765,0.0006795073277316988
110100535968,0.0016881725750863552
110100571024,0.005612795706838369
110100571025,0.9856644868850708
110100573022,0.7019505500793457
110100573428,0.22818045318126678
110100573527,0.001753944787196815
110100612321,0.034532781690359116
110100612826,0.10225089639425278
110100614162,0.015908392146229744
110100614260,0.2644588351249695
110100614366,0.30585548281669617
110100614963,0.005588427651673555
110100616528,0.39041730761528015
110100618264,0.4614196717739105
110100618563,0.0040844702161848545
110100618567,0.024354487657546997
110100618863,0.005733515601605177
110100618866,0.07241452485322952
110100633765,0.01495419256389141
110100633862,0.9946218729019165
110100635169,0.9696189761161804
110100635261,0.003758094273507595
110100635661,0.009376431815326214
110100635662,0.003377141896635294
110100635766,0.40417662262916565
110100673722,0.00013785100600216538
110100712426,0.0015093703987076879
110100712727,0.0005247739027254283
110100712925,0.9935851693153381
110100716423,0.0010371810058131814
110100718167,0.0030436620581895113
110100718261,0.004870977718383074
110100718463,0.17175985872745514
110100733761,0.0002607088827062398
110100733863,0.9827753901481628
110100735067,0.001155306352302432
110100735363,0.0013307109475135803
110100735566,0.005781937390565872
110100735568,0.04388698562979698
110100773026,0.010814846493303776
110100773229,0.9856169819831848
110100773324,0.0012673591263592243
110100816124,0.0028074164874851704
110100816221,0.024469031020998955
110100816329,0.00045456975931301713
110100816527,0.07496529817581177
110100816923,0.003933207597583532
110100818061,0.0480884350836277
110100818564,0.9977617263793945
110100818565,0.9222992062568665
110100818662,0.002536795102059841
110100818965,0.0021858331747353077
110100833064,0.0004775954585056752
110100833863,0.005739259533584118
110100833868,0.0021927289199084044
110100835563,0.0010401337640359998
110100835863,0.0028507267124950886
110100871523,0.9844008088111877
110100873726,0.040102627128362656
110100873822,0.31129688024520874
110100873924,0.010125148110091686
110100873925,0.050319042056798935
110100873926,0.030890803784132004
110100916925,0.02983715571463108
110100933064,0.10762997716665268
110100933861,0.0006894439575262368
110100935065,0.010382795706391335
110100935160,0.017031708732247353
110100935361,0.0005092486971989274
110100935364,0.11844823509454727
110100935462,0.08001837879419327
110100935665,0.0023628687486052513
110100935666,0.0031317484099417925
110100935964,0.004897049628198147
110100935966,0.003890943480655551
110100971224,0.04628412425518036
110100971227,0.7592939138412476
110100973127,0.7443132996559143
110100973223,0.015433424152433872
110100973325,0.9096859693527222
110100973623,0.00811113603413105
110100973626,0.002010045573115349
110100973722,0.960627019405365
110101012126,0.0007751797093078494
110101012127,0.38980886340141296
110101012326,0.0674203485250473
110101012724,0.002294655190780759
110101012725,0.03382258117198944
110101012729,0.00038747338112443686
110101014163,0.0039301286451518536
110101014169,0.051496271044015884
110101014964,0.0008926589507609606
110101016424,0.009668650105595589
110101016425,0.04456600174307823
110101016528,0.010684732347726822
110101016824,0.0059190429747104645
110101016826,0.03967415168881416
110101018068,0.006797666661441326
110101018166,0.7113084197044373
110101018266,0.1360926777124405
110101018269,0.0004081114020664245
110101018565,0.0012182930950075388
110101018666,0.0006859504501335323
110101018760,0.1306786835193634
110101018762,0.0036508471239358187
110101018767,0.0017368796980008483
110101018861,0.007345454767346382
110101018862,0.0016331830993294716
110101018966,0.009164988063275814
110101035168,0.837226927280426
110101035260,0.019532084465026855
110101035367,0.003952432423830032
110101071022,0.0017161578871309757
110101071523,0.04022490605711937
110101073020,0.10631798207759857
110101073023,0.0014255280839279294
110101073129,0.009641754440963268
110101073221,0.001442304695956409
110101073325,0.005036985967308283
110101073528,0.013746191747486591
110101073823,0.00719697680324316
110101073825,0.16169853508472443
110101073925,0.9395484328269958
110101112421,0.10456475615501404
110101112526,0.0038880351930856705
110101112925,0.01860841177403927
110101114263,0.027907170355319977
110101114268,0.17547866702079773
110101114362,0.0175002571195364
110101114365,0.01696205325424671
110101114961,0.08872530609369278
110101116023,0.0025304683949798346
110101116426,0.0012214413145557046
110101116626,0.008420117199420929
110101118364,0.030643723905086517
110101118462,0.08519554883241653
110101118767,0.000867935421410948
110101118860,0.012011367827653885
110101133862,0.07260136306285858
110101133863,0.0069111911579966545
110101135167,0.46431148052215576
110101135461,0.0006427871994674206
110101135660,0.6138111352920532
110101135762,0.8879910111427307
110101135862,0.0023690760135650635
110101135965,0.90203857421875
110101173027,0.0009227514383383095
110101173122,0.0030660685151815414
110101173321,0.011442197486758232
110101173324,0.0023978359531611204
110101173327,0.004613956902176142
110101173728,0.0016499117482453585
110101173822,0.7687839865684509
110101210025,0.8147450089454651
110101210169,0.9228588342666626
110101210260,0.4916594624519348
110101210262,0.4618678390979767
110101210461,0.03335176408290863
110101210462,0.1260426789522171
110101210469,0.006322283297777176
110101210620,0.004131461959332228
110101210621,0.030411740764975548
110101210722,0.009252775460481644
110101210926,0.10711804032325745
110101210967,0.0017800758359953761
110101212129,0.01780078001320362
110101212165,0.1956271082162857
110101212225,0.9528757929801941
110101212324,0.11298416554927826
110101212327,0.0013937916373834014
110101212364,0.003611170221120119
110101212423,0.05330023169517517
110101212462,0.011172524653375149
110101212561,0.12973017990589142
110101212568,0.03520924970507622
110101212760,0.40414902567863464
110101212820,0.9465804100036621
110101212921,0.03037145361304283
110101212927,0.0038144125137478113
110101212928,0.0014880273956805468
110101212961,0.015434346161782742
110101214060,0.9327459931373596
110101214464,0.043537113815546036
110101214466,0.004539308603852987
110101214769,0.031148752197623253
110101214861,0.0025354742538183928
110101215320,0.00014424376422539353
110101216027,0.0065627568401396275
110101216163,0.01923835650086403
110101216425,0.06270534545183182
