userid,lgbm_roof_fold5_lr0.025_numleaves30_minchildweight1_featurefraction0.35_baggingfraction0.6_l1-0.0_l2-11.5seed31
100000000013,0.0047229183668
100000000111,0.688538586683
100000000127,0.0418462954804
100000000231,0.213616147307
100000000379,0.0024961791823
100000000393,0.00183347589743
100000000423,0.0945742785716
100000000459,0.611123984139
100000000465,0.00145688131108
100000000471,0.0123317081651
100000000637,0.579301452601
100000000695,0.981587138616
100000000745,0.00453313443878
100000000755,0.0441042634836
100000000867,0.976164303871
100000000949,0.0312031590862
100000000975,0.851942579902
100000001023,0.996317233538
100000001195,0.0795848786629
100000001231,0.0157071203314
100000001295,0.0281468754854
100000001343,0.00414672612249
100000001505,0.998533880289
100000001557,0.00672576706067
100000001683,0.0151578648865
100000001711,0.166896030852
100000001803,0.000467955450149
100000001955,0.149427353999
100000001963,0.00542664323379
100000002111,0.0182445595299
100000002165,0.0216255766307
100000002179,0.0113348939167
100000002199,0.685945155319
100000002215,0.908989328286
100000002243,0.0311071087405
100000002245,0.0213660919358
100000002271,0.177909949768
100000002307,0.0135819004794
100000002363,0.00134956684893
100000002371,0.00628338571495
100000002535,0.0123025499307
100000002581,0.035300557013
100000002653,0.0567472001335
100000002811,0.000791890617421
100000002873,0.0139141483586
100000002879,0.00401310165855
100000003091,0.841414570741
100000003097,0.012886359443
100000003311,0.000335947161705
100000003461,0.999673606829
100000003483,0.00112533220867
100000003559,0.0524435805703
100000003611,0.928271675099
100000003639,0.000612914546836
100000003685,0.112025677618
100000003805,0.00174465633463
100000003875,0.247304352488
100000003891,0.00393873289818
100000003941,0.00460070562084
100000004163,0.016239315942
100000004223,0.0244152866167
100000004277,0.0455597521133
100000004297,0.340680506496
100000004303,0.0305010690002
100000004317,0.00322144627412
100000004319,0.002285923372
100000004359,0.0119880553696
100000004429,0.00388423234191
100000004453,0.011217673757
100000004529,0.000741043617513
100000004867,0.00113752823791
100000005007,0.99664751302
100000005091,0.0214874702826
100000005125,0.0551674128308
100000005513,0.00561470280108
100000005649,0.929351151287
100000005719,0.0180819690394
100000005739,0.0429105192742
100000005755,0.0562441166576
100000005805,0.507067822598
100000005955,0.00956863180192
100000006005,0.00928384793036
100000006013,0.00314303028061
100000006081,0.390966870187
100000006123,0.222613043594
100000006395,0.00257598593284
100000006487,0.00139875667754
100000006539,0.697792152122
100000006569,0.00398227492536
100000006605,0.0383737459
100000006647,0.0271319979127
100000006857,0.00648440291741
100000006933,0.00871289748251
100000006981,0.00276598187161
100000007073,0.470464361443
100000007079,0.00260440530877
100000007283,0.00923840352841
100000007329,0.011694328991
100000007367,0.0952482105854
100000007409,0.0329522587241
100000007457,0.00750219939298
100000007533,0.0244839165975
100000007609,0.0161235107747
100000007639,0.00189906931247
100000007745,0.179739560254
100000007753,0.00416306050395
100000007785,0.00402560677821
100000008119,0.999484440274
100000008253,0.746427075554
100000008425,0.982044629481
100000008481,0.0877031524078
100000008483,0.0437879801986
100000008529,0.0067470857699
100000008565,0.0017636997463
100000008995,0.00864867845358
100000009017,0.999718998215
100000009249,0.0931847154572
100000009417,0.131555194848
100000009463,0.0560006065426
100000009481,0.801180050295
100000009491,0.487592834775
100000009583,0.0498690049236
100000009611,0.00223699115822
100000009743,0.0376154418448
100000009771,0.0108627072192
100000009773,0.999721351512
100000009807,0.00236343179156
100000009925,0.998198322073
100000010101,0.947897014861
100000010161,0.0209845453902
100000010177,0.00690449460071
100000010199,0.999891689903
100000010239,0.000490568812172
100000010247,0.0139215116816
100000010249,0.180855162372
100000010279,0.769352761149
100000010287,0.489847634571
100000010293,0.0085769623562
100000010297,0.0072214636662
100000011105,0.00364605791106
100000011131,0.0327763912358
100000011325,0.0363445257167
100000011427,0.00464784904768
100000011573,0.00545280963102
100000011591,0.277921184998
100000011653,0.00253443264548
100000011741,0.0208418170042
100000011755,0.0780666712739
100000011763,0.0156289405454
100000011845,0.031142225333
100000011933,0.0158090088234
100000012027,0.0166814159128
100000012133,0.000979413604307
100000012137,0.0212279530641
100000012213,0.0184843566967
100000012219,0.00493696407634
100000012235,0.0114267354224
100000012277,0.36003768665
100000012341,0.00779175643031
100000012367,0.00190694577594
100000012405,0.408138728801
100000012441,0.0196551192648
100000012507,0.00168657787878
100000012713,0.00705643783432
100000012715,0.00997591171295
100000012717,0.172632316378
100000012719,0.0133572755394
100000012793,0.0155720325762
100000012867,0.963411120219
100000012885,0.436132980287
100000012889,0.00113357635713
100000012931,0.21850536948
100000012965,0.00444648583533
100000012981,0.173397422427
100000013027,0.000830161761968
100000013381,0.00212547488947
100000013429,0.0468275649246
100000013461,0.00317003664734
100000013471,0.156453453242
100000013499,0.829404915874
100000013669,0.0588469624599
100000013673,0.0038582884822
100000013837,0.0410863623054
100000013965,0.0154169254503
100000014029,0.99975381316
100000014143,0.0460573094159
100000014259,0.381432960296
100000014271,0.507877352757
100000014311,0.00444829137986
100000014315,0.040696189058
100000014383,0.00550724239798
100000014421,0.265918069495
100000014423,0.00259196185989
100000014449,0.00438661271445
100000014641,0.000772096359778
100000014679,0.020984383673
100000014745,0.00290908337128
100000014865,0.0249513006027
100000014899,0.00144165667437
100000014949,0.989339440838
100000014973,0.00149461356413
100000014981,0.000561588978204
100000015043,0.00147741744721
100000015129,0.399175223777
100000015145,0.00477893375222
100000015153,0.00170456507896
100000015213,0.00621198825611
100000015223,0.808042993715
100000015275,0.00201454622965
100000015433,0.0245840085919
100000015475,0.363769023309
100000015747,0.00169161174581
100000015791,0.075653792007
100000015969,0.897273084266
100000016009,0.00433775689894
100000016197,0.638898518238
100000016219,0.00240614324403
100000016265,0.999103915328
100000016341,0.012081479402
100000016351,0.00577626971973
100000016391,0.00579791789541
100000016831,0.0102468592903
100000016845,0.000535992046153
100000016861,0.0392498475527
100000016987,0.00435097061901
100000017177,0.0597292321384
100000017277,0.999454207517
100000017281,0.00233930954785
100000017345,0.00624180540931
100000017367,0.00118494032779
100000017465,0.999549425028
100000017469,0.00524503090331
100000017505,0.00216879765681
100000017691,0.0384044856964
100000017693,0.129804032238
100000017965,0.0211038211509
100000018097,0.0273722087034
100000018117,0.00350787918254
100000018123,0.0242803668425
100000018259,0.00714471111138
100000018413,0.00809688202925
100000018417,0.00238339460502
100000018629,0.989452612398
100000018905,0.0797105953995
100000018941,0.442044408803
100000018979,0.00829601443601
100000019251,0.094356922407
100000019375,0.0759042765453
100000019379,0.0126277044282
100000019487,0.987778083317
100000019489,0.048044228168
100000019507,0.0460114052925
100000019641,0.0021887611485
100000019697,0.0283437814708
100000019829,0.000830782417862
100000019999,0.0229276991344
100000020007,0.0016106080157
100000020017,0.0214295369634
100000020019,0.375168123556
100000020061,0.00183943965686
100000020213,0.0234479207265
100000020277,0.0200789499773
100000020301,0.00224156717794
100000020393,0.0944438125316
100000020459,0.535314168929
100000020665,0.00615201965381
100000020745,0.571284477369
100000020809,0.0796293444094
100000020811,0.00443709838869
100000020907,0.145726544676
100000020921,0.0235276099574
100000020931,0.00124883287018
100000020995,0.987765987592
100000021111,0.00141900698558
100000021175,0.00819125580769
100000021395,0.0225251582302
100000021427,0.00294592804681
100000021453,0.00152837782964
100000021457,0.69988260246
100000021553,0.993911327506
100000021649,0.00583234620628
100000021659,0.225451317096
100000021759,0.00327875175521
100000021783,0.00223290408255
100000021809,0.602491125023
100000021873,0.00160216221727
100000022129,0.999633478977
100000022335,0.996725732371
100000022357,0.012296740704
100000022389,0.540550413436
100000022417,0.0139340769342
100000022481,0.00168128892216
100000022499,0.99983589877
100000022571,0.0612548670857
100000022651,0.0117182461307
100000022677,0.00157066143051
100000022761,0.0207494373874
100000022773,0.00630230589215
100000022801,0.99936970362
100000022841,0.00058263190065
100000022931,0.114572235736
100000022963,0.24558157637
100000023051,0.0189128566604
100000023443,0.00874472612968
100000023563,0.0337698289609
100000023659,0.0880804644521
100000023915,0.00935555357968
110020371225,0.0335953801226
110020471524,0.983098396068
110020473123,0.0508742575603
110020671528,0.041249964834
110020673328,0.346165989937
110020771524,0.00187665067667
110020773124,0.00473117301603
110100014168,0.000812268461753
110100014369,0.0407532929314
110100014466,0.000493659150273
110100014563,0.011896380651
110100016128,0.83540863457
110100016324,0.997844106228
110100016628,0.0439923490126
110100016726,0.998235915707
110100016828,0.399055063842
110100016928,0.531950706138
110100018268,0.00103785888863
110100018468,0.0117283043058
110100018567,0.800603163674
110100018764,0.000678932105435
110100033067,0.999920332941
110100033863,0.0437502329643
110100035569,0.000590749528498
110100035669,0.10590738524
110100071228,0.00153550843013
110100073229,0.382382916045
110100073827,0.0140146338695
110100116024,0.357577517647
110100116027,0.0102814621255
110100116423,0.996972173717
110100116425,0.121473162458
110100116429,0.00283071677651
110100116920,0.0137560948048
110100118262,0.116746582638
110100118265,0.00261754318164
110100118669,0.0172679212478
110100133065,0.000734242727689
110100135162,0.983843383076
110100135163,0.00319682402149
110100135560,0.00077518671776
110100135562,0.0495458021907
110100135764,0.011273901554
110100135767,0.00332470634
110100171021,0.00555687071897
110100171526,0.00551445300712
110100173725,0.00174077774061
110100214160,0.00488698987163
110100214261,0.00741648900179
110100214263,0.00596555105999
110100214268,0.00162170442338
110100214961,0.0182608314286
110100216329,0.00363066084145
110100218568,0.169750483484
