userid,lgbm_roof_fold3_lr0.04_numleaves40_minchildweight1_featurefraction0.6_baggingfraction0.7_l1-0.0_l2-12.5seed22746
100000000013,0.006042659919889636
100000000111,0.7874111942486097
100000000127,0.08862950897568006
100000000231,0.27971719411418233
100000000379,0.0014384969979944803
100000000393,0.000821201280229154
100000000423,0.1388135923742507
100000000459,0.7730986859941005
100000000465,0.001556843746809433
100000000471,0.0074156055561635115
100000000637,0.7260363835081218
100000000695,0.9918202742080434
100000000745,0.006858496650030403
100000000755,0.017636796364921197
100000000867,0.9909640513589275
100000000949,0.032687861903429795
100000000975,0.8551381519538717
100000001023,0.9973471428456983
100000001195,0.038399389406685344
100000001231,0.01610051212900767
100000001295,0.005793688854703609
100000001343,0.0037116679683150714
100000001505,0.9991988269272419
100000001557,0.006648467194948743
100000001683,0.022106258770311474
100000001711,0.04363655956528322
100000001803,0.000571259235108508
100000001955,0.12539390098177533
100000001963,0.002823030051023751
100000002111,0.009539834384297216
100000002165,0.033928536235071347
100000002179,0.0018983742125798873
100000002199,0.7095670025855523
100000002215,0.9333891874285059
100000002243,0.021058066199234535
100000002245,0.0065120670116761425
100000002271,0.14370205735153707
100000002307,0.0038161391098926337
100000002363,0.0011530457288660327
100000002371,0.012095701835316167
100000002535,0.019254859434089878
100000002581,0.026545258663816827
100000002653,0.02579501676542415
100000002811,0.0003464140032674655
100000002873,0.008255787591629392
100000002879,0.0026332613324839952
100000003091,0.7795366987143042
100000003097,0.004325308663199352
100000003311,0.00047594172944784774
100000003461,0.9993496072191145
100000003483,0.0005594247761889894
100000003559,0.04346245056284752
100000003611,0.9128217727624911
100000003639,0.001151590834720943
100000003685,0.05548063973063244
100000003805,0.0024469760283191717
100000003875,0.29195931833489436
100000003891,0.0004063719423769119
100000003941,0.005981355146538806
100000004163,0.02387467466539032
100000004223,0.007821062043686074
100000004277,0.029408204165588862
100000004297,0.24604502092370337
100000004303,0.025188428881693606
100000004317,0.0023300811028811414
100000004319,0.0003181968507494424
100000004359,0.01578680735653826
100000004429,0.003705731120840727
100000004453,0.002073542957232195
100000004529,0.0022340048904169237
100000004867,0.006403670393719004
100000005007,0.9946566022729962
100000005091,0.0059421391710100715
100000005125,0.011934844211738805
100000005513,0.0016051657155448855
100000005649,0.9820371796325832
100000005719,0.017692041749670512
100000005739,0.0222878515551449
100000005755,0.009142416042712825
100000005805,0.4583242519239328
100000005955,0.005535893379240934
100000006005,0.01494613118478169
100000006013,0.0007309842286780057
100000006081,0.31939089364927736
100000006123,0.16448183565950122
100000006395,0.0022631820378550883
100000006487,0.0006030142323528648
100000006539,0.6966987387012936
100000006569,0.0006653592429955811
100000006605,0.007416240561443157
100000006647,0.010489044783279444
100000006857,0.0026840824016021404
100000006933,0.006927200379231477
100000006981,0.0013090037143994068
100000007073,0.13949408272717137
100000007079,0.0006042965456178056
100000007283,0.0034925624586966742
100000007329,0.01163926459626087
100000007367,0.0866061486395769
100000007409,0.05905502460268606
100000007457,0.007028192033523579
100000007533,0.00514815187277995
100000007609,0.00405828002807826
100000007639,0.000684158131804125
100000007745,0.18020940488832907
100000007753,0.0024449369194984283
100000007785,0.004982890232487471
100000008119,0.9985739685863727
100000008253,0.8582695679809051
100000008425,0.9680926634964166
100000008481,0.05774195124323883
100000008483,0.10211875716551976
100000008529,0.0036982208071077716
100000008565,0.0005106094428709024
100000008995,0.0042444085696258255
100000009017,0.9996609478413035
100000009249,0.2916300406451143
100000009417,0.19531755466557574
100000009463,0.09491044381957431
100000009481,0.855006337530172
100000009491,0.47943200093134775
100000009583,0.035601555115961046
100000009611,0.0013704593787168971
100000009743,0.01844778091923177
100000009771,0.00820650100154443
100000009773,0.999762668323355
100000009807,0.0015900346033524222
100000009925,0.9973417182131032
100000010101,0.9773392950532327
100000010161,0.01510276650622295
100000010177,0.005858686138739216
100000010199,0.9998072468297888
100000010239,0.00016453238621226378
100000010247,0.007506992827262437
100000010249,0.09591955968056921
100000010279,0.7757512518410494
100000010287,0.43547314594512354
100000010293,0.005530533811512836
100000010297,0.01958344439105513
100000011105,0.0026182865152184196
100000011131,0.04681512682219032
100000011325,0.033328173506697166
100000011427,0.0024872446336222606
100000011573,0.002828341164824504
100000011591,0.1839411584155468
100000011653,0.0010627475099017718
100000011741,0.007316123529897666
100000011755,0.2762349802879707
100000011763,0.0060310949845477
100000011845,0.023436969633461608
100000011933,0.014835701081674525
100000012027,0.009753142618900484
100000012133,0.0008248560248110783
100000012137,0.021714398525203592
100000012213,0.02744872819176384
100000012219,0.008407627508375811
100000012235,0.004382977018810549
100000012277,0.09854925785687374
100000012341,0.004557550289542321
100000012367,0.0024268150552413568
100000012405,0.29463087524241144
100000012441,0.00988048525745943
100000012507,0.0014361128076006595
100000012713,0.0012830302788623027
100000012715,0.00424129291388379
100000012717,0.11915980487953272
100000012719,0.003493615484347246
100000012793,0.005384639266049389
100000012867,0.9618689445790775
100000012885,0.09070235564983534
100000012889,0.0007835934206826068
100000012931,0.3668140483026908
100000012965,0.0034052432359938383
100000012981,0.4472787466273189
100000013027,0.0011761713670575245
100000013381,0.0008988242724374966
100000013429,0.012862004876130624
100000013461,0.0018127634821006075
100000013471,0.16385896137504294
100000013499,0.8394808488576535
100000013669,0.04931861188307233
100000013673,0.005375196381798224
100000013837,0.017065468264582842
100000013965,0.008801755185216711
100000014029,0.9997863112192678
100000014143,0.029537387447014552
100000014259,0.08236836413263374
100000014271,0.601747495848853
100000014311,0.003727677331342547
