userid,xgb_predict_roof_fold3_eta0.011_min_child_weight18_colsample_bytree0.61_max_depth12_subsample0.8_seed12
100000000013,0.009738458320498466
100000000111,0.8772097826004028
100000000127,0.10060244053602219
100000000231,0.1345163732767105
100000000379,0.000916571298148483
100000000393,0.0010377848520874977
100000000423,0.012676133774220943
100000000459,0.0870213508605957
100000000465,0.002372936811298132
100000000471,0.03587651252746582
100000000637,0.8951384425163269
100000000695,0.9664978384971619
100000000745,0.020970143377780914
100000000755,0.006057924125343561
100000000867,0.8046497702598572
100000000949,0.026384387165308
100000000975,0.7566682696342468
100000001023,0.9863384366035461
100000001195,0.08865703642368317
100000001231,0.01561594009399414
100000001295,0.004939883481711149
100000001343,0.006737349089235067
100000001505,0.9994506239891052
100000001557,0.011849217116832733
100000001683,0.01681949757039547
100000001711,0.02530631050467491
100000001803,0.0025636591017246246
100000001955,0.09306661784648895
100000001963,0.006113135255873203
100000002111,0.0069081285037100315
100000002165,0.023695096373558044
100000002179,0.0019014738500118256
100000002199,0.6670823693275452
100000002215,0.8973358869552612
100000002243,0.039575833827257156
100000002245,0.018455859273672104
100000002271,0.19119016826152802
100000002307,0.00766377430409193
100000002363,0.0006562696653418243
100000002371,0.021772019565105438
100000002535,0.03050108626484871
100000002581,0.0041464995592832565
100000002653,0.04108445346355438
100000002811,0.0012365338625386357
100000002873,0.09988285601139069
100000002879,0.003781611565500498
100000003091,0.6588826775550842
100000003097,0.0058733876794576645
100000003311,0.0014567314647138119
100000003461,0.9963964819908142
100000003483,0.0012571854749694467
100000003559,0.009209888055920601
100000003611,0.8642695546150208
100000003639,0.00208573997952044
100000003685,0.08226897567510605
100000003805,0.002360639628022909
100000003875,0.36750727891921997
100000003891,0.001170559087768197
100000003941,0.014349138364195824
100000004163,0.005357946734875441
100000004223,0.01396254263818264
100000004277,0.06772269308567047
100000004297,0.4857039153575897
100000004303,0.020413029938936234
100000004317,0.0006389063782989979
100000004319,0.00046750513138249516
100000004359,0.007965287193655968
100000004429,0.0035214449744671583
100000004453,0.005310408771038055
100000004529,0.0022022463381290436
100000004867,0.025017261505126953
100000005007,0.9596642851829529
100000005091,0.022614730522036552
100000005125,0.00635876040905714
100000005513,0.009126120246946812
100000005649,0.9290207624435425
100000005719,0.013716666959226131
100000005739,0.017468245700001717
100000005755,0.019497239962220192
100000005805,0.36040550470352173
100000005955,0.014560737647116184
100000006005,0.11305548250675201
100000006013,0.0022314663510769606
100000006081,0.3246857821941376
100000006123,0.21052241325378418
100000006395,0.014392822980880737
100000006487,0.002061526756733656
100000006539,0.6534843444824219
100000006569,0.001456347992643714
100000006605,0.010623718611896038
100000006647,0.017520258203148842
100000006857,0.0032158989924937487
100000006933,0.0043701473623514175
100000006981,0.011951522901654243
100000007073,0.15583616495132446
100000007079,0.0015345979481935501
100000007283,0.004919958300888538
100000007329,0.011908606626093388
100000007367,0.28751376271247864
100000007409,0.016426220536231995
