userid,xgb_predict_roof_fold5_eta0.011_min_child_weight18_colsample_bytree0.61_max_depth12_subsample0.8_seed11
100000000013,0.003833512309938669
100000000111,0.7445975542068481
100000000127,0.09224573522806168
100000000231,0.4242842197418213
100000000379,0.0023856358602643013
100000000393,0.0007239614496938884
100000000423,0.3176170289516449
100000000459,0.8242264986038208
100000000465,0.0054994490928947926
100000000471,0.007978493347764015
100000000637,0.7385874390602112
100000000695,0.985668420791626
100000000745,0.018860282376408577
100000000755,0.014922427944839
100000000867,0.9503255486488342
100000000949,0.022522365674376488
100000000975,0.8580667972564697
100000001023,0.9952307343482971
100000001195,0.09304472804069519
100000001231,0.016671855002641678
100000001295,0.02192995324730873
100000001343,0.010544044896960258
100000001505,0.9980307221412659
100000001557,0.007686879951506853
100000001683,0.044016823172569275
100000001711,0.0939796194434166
100000001803,0.00029744955827482045
100000001955,0.12775418162345886
100000001963,0.005518980324268341
100000002111,0.013976500369608402
100000002165,0.030711734667420387
100000002179,0.0020925395656377077
100000002199,0.6575916409492493
100000002215,0.9003409147262573
100000002243,0.013966626487672329
100000002245,0.01975928619503975
100000002271,0.2556568682193756
100000002307,0.008057676255702972
100000002363,0.0016259970143437386
100000002371,0.013822214677929878
100000002535,0.02634340152144432
100000002581,0.016593551263213158
100000002653,0.05947234854102135
100000002811,0.0005182664026506245
100000002873,0.06324412673711777
100000002879,0.005004796199500561
100000003091,0.8365301489830017
100000003097,0.010550050996243954
100000003311,0.0009665645775385201
100000003461,0.9983987212181091
100000003483,0.0014518718235194683
100000003559,0.017135189846158028
100000003611,0.9259595274925232
100000003639,0.005789757240563631
100000003685,0.10410767048597336
100000003805,0.0013783250469714403
100000003875,0.22089281678199768
100000003891,0.0022639732342213392
100000003941,0.005936154630035162
100000004163,0.047897692769765854
100000004223,0.009091207757592201
100000004277,0.029558951035141945
100000004297,0.3975691795349121
100000004303,0.02822224237024784
100000004317,0.006259409245103598
100000004319,0.0004599925014190376
100000004359,0.01763187162578106
100000004429,0.005178428255021572
100000004453,0.0027550258673727512
100000004529,0.000824538292363286
100000004867,0.012371835298836231
100000005007,0.9928406476974487
100000005091,0.016230804845690727
100000005125,0.022109361365437508
100000005513,0.0017635972471907735
100000005649,0.9638023376464844
100000005719,0.010745979845523834
100000005739,0.024181164801120758
100000005755,0.015745731070637703
100000005805,0.2053060084581375
