userid,xgb_predict_roof_fold5_eta0.012_min_child_weight17_colsample_bytree0.74_max_depth9_subsample0.85_seed43
100000000013,0.006077916827052832
100000000111,0.8315435647964478
100000000127,0.0759492889046669
100000000231,0.22325940430164337
100000000379,0.001033709617331624
100000000393,0.0008261788752861321
100000000423,0.01261303760111332
100000000459,0.13259601593017578
100000000465,0.003609262639656663
100000000471,0.03196798264980316
100000000637,0.9056850671768188
100000000695,0.9826677441596985
100000000745,0.01374219823628664
100000000755,0.00684637064114213
100000000867,0.9105055928230286
100000000949,0.009170775301754475
100000000975,0.7505605816841125
100000001023,0.9904721975326538
100000001195,0.08312477916479111
100000001231,0.01585286483168602
100000001295,0.004843542817980051
100000001343,0.005342257674783468
100000001505,0.9996107220649719
100000001557,0.008494113571941853
100000001683,0.016430281102657318
100000001711,0.02630985528230667
100000001803,0.001797615084797144
100000001955,0.07876136898994446
100000001963,0.004590809810906649
100000002111,0.006546201650053263
100000002165,0.03162634000182152
100000002179,0.0029751965776085854
100000002199,0.737520158290863
100000002215,0.9429420828819275
100000002243,0.04507150873541832
100000002245,0.010749436914920807
100000002271,0.24489066004753113
100000002307,0.010566982440650463
100000002363,0.0005444838316179812
100000002371,0.013487822376191616
100000002535,0.03265682980418205
100000002581,0.017974287271499634
100000002653,0.04764417186379433
100000002811,0.0008097555255517364
100000002873,0.11211922764778137
100000002879,0.004283932503312826
100000003091,0.6561542749404907
100000003097,0.005123347509652376
100000003311,0.0007563564577139914
100000003461,0.9976867437362671
100000003483,0.0014078122330829501
100000003559,0.007178210653364658
100000003611,0.9226687550544739
100000003639,0.0008143499726429582
100000003685,0.12233152240514755
100000003805,0.0026462574023753405
100000003875,0.42724815011024475
100000003891,0.0010944480309262872
100000003941,0.013710721395909786
100000004163,0.0044382065534591675
100000004223,0.012904719449579716
100000004277,0.06028538942337036
100000004297,0.5217127799987793
100000004303,0.023482035845518112
100000004317,0.0007828474044799805
100000004319,0.000856039288919419
100000004359,0.010260908864438534
100000004429,0.006295865401625633
100000004453,0.0031108178663998842
100000004529,0.0033307578414678574
100000004867,0.017617307603359222
100000005007,0.9772501587867737
100000005091,0.02261616289615631
100000005125,0.006826013792306185
100000005513,0.0066388389095664024
100000005649,0.9241224527359009
100000005719,0.014078597538173199
100000005739,0.028558706864714622
100000005755,0.019997572526335716
100000005805,0.2789100408554077
100000005955,0.006153167225420475
100000006005,0.13577105104923248
100000006013,0.003682976821437478
100000006081,0.15110494196414948
100000006123,0.11730905622243881
100000006395,0.011666215024888515
100000006487,0.0009747243020683527
100000006539,0.7152203321456909
100000006569,0.0011815486941486597
100000006605,0.013049482367932796
100000006647,0.01828867569565773
100000006857,0.002766443183645606
100000006933,0.007502751424908638
100000006981,0.007845122367143631
100000007073,0.16732122004032135
100000007079,0.002316387603059411
100000007283,0.005467697512358427
100000007329,0.006432708818465471
100000007367,0.3083803653717041
100000007409,0.016603218391537666
100000007457,0.013198932632803917
100000007533,0.015606245025992393
100000007609,0.00370259047485888
100000007639,0.0011840701336041093
100000007745,0.4067293405532837
100000007753,0.016733353957533836
100000007785,0.001395982108078897
100000008119,0.9965015649795532
100000008253,0.9177812933921814
100000008425,0.9697099924087524
100000008481,0.07711765170097351
100000008483,0.17965549230575562
100000008529,0.0014704059576615691
100000008565,0.0009365772712044418
100000008995,0.015109787695109844
100000009017,0.9957035183906555
100000009249,0.34649327397346497
100000009417,0.08208420872688293
100000009463,0.008115817792713642
100000009481,0.911435067653656
100000009491,0.7234999537467957
100000009583,0.009841791354119778
100000009611,0.0007690137135796249
100000009743,0.025692766532301903
100000009771,0.008115103468298912
100000009773,0.9955514073371887
100000009807,0.004027689341455698
100000009925,0.9958935976028442
100000010101,0.9851163029670715
100000010161,0.07737497240304947
100000010177,0.010153810493648052
100000010199,0.9983518123626709
100000010239,0.00015980050375219434
100000010247,0.022412508726119995
100000010249,0.07486075907945633
100000010279,0.5179426670074463
100000010287,0.7264671921730042
100000010293,0.01279636099934578
100000010297,0.00793218333274126
100000011105,0.014594786800444126
100000011131,0.10844384878873825
100000011325,0.012692425400018692
100000011427,0.00595781160518527
100000011573,0.0025220983661711216
100000011591,0.20607925951480865
100000011653,0.002429346553981304
100000011741,0.007957818917930126
100000011755,0.24505485594272614
100000011763,0.01546301506459713
100000011845,0.021060671657323837
100000011933,0.003870513988658786
100000012027,0.0027722453232854605
100000012133,0.002303952118381858
100000012137,0.03964507579803467
100000012213,0.022717053070664406
100000012219,0.010073116980493069
100000012235,0.008347943425178528
100000012277,0.10751539468765259
100000012341,0.005665393080562353
100000012367,0.002661618869751692
100000012405,0.2658361494541168
100000012441,0.021276799961924553
100000012507,0.0005261838668957353
100000012713,0.001132915378548205
100000012715,0.03912794589996338
100000012717,0.18179680407047272
100000012719,0.003975450061261654
100000012793,0.005372540093958378
100000012867,0.9375614523887634
100000012885,0.4210282862186432
100000012889,0.0009695265325717628
100000012931,0.33531561493873596
100000012965,0.01398379635065794
100000012981,0.5525290966033936
100000013027,0.000820803688839078
100000013381,0.0019879378378391266
100000013429,0.006751921959221363
100000013461,0.016263769939541817
100000013471,0.17297525703907013
100000013499,0.7657265663146973
100000013669,0.0269672479480505
100000013673,0.001805101870559156
100000013837,0.012190486304461956
100000013965,0.028436601161956787
100000014029,0.9986671209335327
100000014143,0.10307718813419342
100000014259,0.17825408279895782
100000014271,0.7977918386459351
100000014311,0.001667490927502513
100000014315,0.041305236518383026
100000014383,0.023088321089744568
100000014421,0.0735468864440918
100000014423,0.0013242540881037712
100000014449,0.007093576714396477
100000014641,0.0007302499725483358
100000014679,0.013366456143558025
100000014745,0.0024334753397852182
100000014865,0.006905233953148127
100000014899,0.0009309890447184443
100000014949,0.9719420075416565
100000014973,0.0017820920329540968
100000014981,0.000362636725185439
100000015043,0.0029503395780920982
100000015129,0.35820120573043823
100000015145,0.004111688118427992
100000015153,0.004140972159802914
100000015213,0.006583210546523333
100000015223,0.6940553784370422
100000015275,0.007874374277889729
100000015433,0.02049929089844227
100000015475,0.307172030210495
100000015747,0.0055154976435005665
100000015791,0.0641629695892334
100000015969,0.9714510440826416
100000016009,0.007704376708716154
100000016197,0.42822617292404175
100000016219,0.0017374387243762612
100000016265,0.9991493225097656
100000016341,0.004358330741524696
100000016351,0.0035840689670294523
100000016391,0.0026752862613648176
100000016831,0.014884511940181255
100000016845,0.0008212715620175004
100000016861,0.1100149154663086
100000016987,0.0008931200718507171
100000017177,0.006626199930906296
100000017277,0.9947223663330078
100000017281,0.003023317316547036
100000017345,0.0013070437125861645
100000017367,0.003807531436905265
100000017465,0.9949068427085876
100000017469,0.007188647054135799
100000017505,0.006664406508207321
100000017691,0.04062259569764137
100000017693,0.21981936693191528
100000017965,0.011502796784043312
100000018097,0.05483812466263771
100000018117,0.002236807718873024
100000018123,0.02778639830648899
100000018259,0.0053254542872309685
100000018413,0.004856143146753311
100000018417,0.004431010689586401
100000018629,0.9884520173072815
100000018905,0.07899174094200134
100000018941,0.6088540554046631
100000018979,0.0028466428630053997
100000019251,0.059509679675102234
100000019375,0.1501186043024063
100000019379,0.041320353746414185
100000019487,0.9945839047431946
100000019489,0.036368224769830704
100000019507,0.017337823286652565
100000019641,0.0004941235529258847
100000019697,0.019388101994991302
100000019829,0.0012114772107452154
100000019999,0.05360981449484825
100000020007,0.0007617685478180647
100000020017,0.015868548303842545
100000020019,0.082046277821064
100000020061,0.002312588971108198
100000020213,0.018107524141669273
100000020277,0.008445746265351772
100000020301,0.0006968426750972867
100000020393,0.019442325457930565
100000020459,0.7526147365570068
100000020665,0.004903883673250675
100000020745,0.911897599697113
100000020809,0.12029089778661728
100000020811,0.005385647993534803
100000020907,0.35227200388908386
100000020921,0.005340958014130592
100000020931,0.001006553415209055
100000020995,0.9938826560974121
100000021111,0.002740030875429511
100000021175,0.008044362999498844
100000021395,0.010069656185805798
100000021427,0.0053338343277573586
100000021453,0.0006237065535970032
100000021457,0.8037018179893494
100000021553,0.870673656463623
100000021649,0.004305240232497454
100000021659,0.5076417326927185
100000021759,0.004152250941842794
100000021783,0.0032934898044914007
100000021809,0.6750537753105164
100000021873,0.0027604117058217525
100000022129,0.9942213296890259
100000022335,0.9970799088478088
100000022357,0.0036952397786080837
100000022389,0.5179761648178101
100000022417,0.007600515615195036
100000022481,0.010352942161262035
100000022499,0.9990736246109009
100000022571,0.02910553477704525
100000022651,0.0216996930539608
100000022677,0.0063718827441334724
100000022761,0.014066238887608051
100000022773,0.004824616014957428
100000022801,0.9990191459655762
100000022841,0.00024068028142210096
100000022931,0.16894365847110748
100000022963,0.272914320230484
100000023051,0.01975146122276783
100000023443,0.005212865769863129
100000023563,0.02627832256257534
100000023659,0.015142335556447506
100000023915,0.003116128034889698
110020371225,0.0069301798939704895
110020471524,0.9814650416374207
110020473123,0.2696309983730316
110020671528,0.009378110989928246
110020673328,0.16003181040287018
110020771524,0.001474008895456791
110020773124,0.014257620088756084
110100014168,0.0007837807643227279
110100014369,0.02371153235435486
110100014466,0.000575023703277111
110100014563,0.04315964877605438
110100016128,0.7742979526519775
110100016324,0.9956197142601013
110100016628,0.031637825071811676
110100016726,0.9925042390823364
110100016828,0.09415441751480103
110100016928,0.8699930906295776
110100018268,0.0004924416425637901
110100018468,0.006940185558050871
110100018567,0.8984792232513428
110100018764,0.00039667863165959716
110100033067,0.9976370334625244
110100033863,0.0225799810141325
110100035569,0.0008291007834486663
110100035669,0.1940658688545227
110100071228,0.0006601352943107486
110100073229,0.3296390771865845
110100073827,0.021106746047735214
110100116024,0.15463407337665558
110100116027,0.0030835631769150496
110100116423,0.9971957206726074
110100116425,0.19887785613536835
110100116429,0.0032942111138254404
110100116920,0.0069800675846636295
110100118262,0.19302846491336823
110100118265,0.0021931284572929144
110100118669,0.009974845685064793
110100133065,0.0002943124563898891
110100135162,0.97182297706604
110100135163,0.0010987755376845598
110100135560,0.0006599947228096426
110100135562,0.0422947034239769
110100135764,0.0053088124841451645
110100135767,0.00545090576633811
110100171021,0.0044708410277962685
110100171526,0.0010355410631746054
110100173725,0.0014533554203808308
110100214160,0.004456838592886925
110100214261,0.010153542272746563
110100214263,0.010323206894099712
110100214268,0.0018682300578802824
110100214961,0.01787075214087963
110100216329,0.0028567418921738863
110100218568,0.09965428709983826
