userid,xgb_predict_roof_fold3_eta0.01_min_child_weight20_colsample_bytree0.5_max_depth10_subsample0.9_seed20
100000000013,0.015424544923007488
100000000111,0.8534539341926575
100000000127,0.14738810062408447
100000000231,0.11381403356790543
100000000379,0.001480276812799275
100000000393,0.001130037009716034
100000000423,0.012851987965404987
100000000459,0.019312700256705284
100000000465,0.004194638691842556
100000000471,0.01805693283677101
100000000637,0.9414981007575989
100000000695,0.9833443760871887
100000000745,0.004414794966578484
100000000755,0.024122366681694984
100000000867,0.9194837808609009
100000000949,0.015731092542409897
100000000975,0.6535234451293945
100000001023,0.9976893663406372
100000001195,0.08705566078424454
100000001231,0.02329198271036148
100000001295,0.008734519593417645
100000001343,0.0055586425587534904
100000001505,0.9991488456726074
100000001557,0.012424767948687077
100000001683,0.022396083921194077
100000001711,0.02585216425359249
100000001803,0.001391253317706287
100000001955,0.08919714391231537
100000001963,0.006140350364148617
100000002111,0.004923010244965553
100000002165,0.015479096211493015
100000002179,0.00481170229613781
100000002199,0.4824334681034088
100000002215,0.7229694128036499
100000002243,0.012090164236724377
100000002245,0.009637965820729733
100000002271,0.35611578822135925
100000002307,0.003294173860922456
100000002363,0.002497926354408264
100000002371,0.017139581963419914
100000002535,0.027306510135531425
100000002581,0.00946622621268034
100000002653,0.03266381099820137
100000002811,0.0008710759575478733
100000002873,0.09750593453645706
100000002879,0.0040317196398973465
100000003091,0.7154926657676697
100000003097,0.009194940328598022
100000003311,0.001338817528448999
100000003461,0.9935778379440308
100000003483,0.001135604688897729
100000003559,0.008688478730618954
100000003611,0.8876225352287292
100000003639,0.002050266368314624
100000003685,0.04312456026673317
100000003805,0.002900421852245927
100000003875,0.23772446811199188
100000003891,0.000856142898555845
100000003941,0.012697498314082623
100000004163,0.01802343688905239
100000004223,0.020650414749979973
100000004277,0.06024007499217987
100000004297,0.4979415535926819
100000004303,0.030270127579569817
100000004317,0.0007918408955447376
100000004319,0.0008351551368832588
100000004359,0.005419176071882248
100000004429,0.0018637494649738073
100000004453,0.005674493499100208
100000004529,0.0013527128612622619
100000004867,0.01682162657380104
100000005007,0.9520846009254456
100000005091,0.012225820682942867
100000005125,0.013827214948832989
100000005513,0.006860531400889158
100000005649,0.9831337332725525
100000005719,0.01956559345126152
100000005739,0.020202919840812683
100000005755,0.0807114765048027
100000005805,0.2243180274963379
100000005955,0.02268432267010212
100000006005,0.12716728448867798
100000006013,0.0034354026429355145
100000006081,0.12499982118606567
100000006123,0.1865231841802597
100000006395,0.006265094503760338
100000006487,0.0015673484886065125
100000006539,0.8156362771987915
100000006569,0.00157670967746526
100000006605,0.010620134882628918
100000006647,0.015301131643354893
100000006857,0.0027849306352436543
100000006933,0.005270840600132942
100000006981,0.007646300829946995
100000007073,0.19535619020462036
100000007079,0.003300192765891552
100000007283,0.009115368127822876
100000007329,0.017853964120149612
100000007367,0.2523691654205322
100000007409,0.04616609960794449
100000007457,0.004365189000964165
100000007533,0.019047340378165245
100000007609,0.014905782416462898
100000007639,0.0006669581052847207
100000007745,0.31549617648124695
100000007753,0.0139389019459486
100000007785,0.0010444934014230967
100000008119,0.9958382844924927
100000008253,0.920863687992096
100000008425,0.9921754002571106
100000008481,0.0458548329770565
100000008483,0.047616828233003616
100000008529,0.0011163332965224981
100000008565,0.000849082600325346
100000008995,0.009666002355515957
100000009017,0.9933217167854309
100000009249,0.4747408926486969
100000009417,0.2756458818912506
100000009463,0.019562017172574997
100000009481,0.8452679514884949
100000009491,0.8777271509170532
100000009583,0.003791583701968193
100000009611,0.0014969368930906057
100000009743,0.06395794451236725
100000009771,0.0030268304981291294
100000009773,0.9973613619804382
100000009807,0.007923160679638386
100000009925,0.9966225624084473
100000010101,0.9918564558029175
100000010161,0.03448820114135742
100000010177,0.008641109801828861
100000010199,0.9957108497619629
100000010239,0.0001695445680525154
100000010247,0.02182324230670929
100000010249,0.1152707189321518
100000010279,0.3528152108192444
100000010287,0.7726565003395081
100000010293,0.008347638882696629
100000010297,0.008182463236153126
100000011105,0.010090663097798824
100000011131,0.086344875395298
100000011325,0.00886516086757183
100000011427,0.006173840723931789
100000011573,0.002751740859821439
100000011591,0.12876586616039276
100000011653,0.0007071232539601624
100000011741,0.007078532595187426
100000011755,0.21268220245838165
100000011763,0.015364366583526134
100000011845,0.041481368243694305
100000011933,0.0024255060125142336
