userid,xgb_predict_roof_fold5_eta0.01_min_child_weight20_colsample_bytree0.5_max_depth10_subsample0.9_seed0
100000000013,0.00813518650829792
100000000111,0.8268325328826904
100000000127,0.1312078833580017
100000000231,0.0971185490489006
100000000379,0.001091699581593275
100000000393,0.0004472083819564432
100000000423,0.028685441240668297
100000000459,0.03902621194720268
100000000465,0.00426577078178525
100000000471,0.018164221197366714
100000000637,0.9012517333030701
100000000695,0.989726722240448
100000000745,0.006415604148060083
100000000755,0.023885605856776237
100000000867,0.945348858833313
100000000949,0.010708478279411793
100000000975,0.7105753421783447
100000001023,0.9971387386322021
100000001195,0.07097525894641876
100000001231,0.018424976617097855
100000001295,0.005789726972579956
100000001343,0.004597391001880169
100000001505,0.9993854761123657
100000001557,0.00831217784434557
100000001683,0.03204120323061943
100000001711,0.02155299298465252
100000001803,0.0007435427396558225
100000001955,0.04173833504319191
100000001963,0.006047502160072327
100000002111,0.00841265544295311
100000002165,0.016813427209854126
100000002179,0.006190064828842878
100000002199,0.5427867770195007
100000002215,0.8444545269012451
100000002243,0.007710598409175873
100000002245,0.005192010197788477
100000002271,0.39267897605895996
100000002307,0.002904012333601713
100000002363,0.002407580614089966
100000002371,0.020149564370512962
100000002535,0.04869502782821655
100000002581,0.03292852267622948
100000002653,0.04483630135655403
100000002811,0.0012021803995594382
100000002873,0.11879599094390869
100000002879,0.003375587286427617
100000003091,0.7345491647720337
100000003097,0.0085725924000144
100000003311,0.000886989408172667
100000003461,0.9938264489173889
100000003483,0.0011663890909403563
100000003559,0.005566170439124107
100000003611,0.9534784555435181
100000003639,0.001470527146011591
100000003685,0.07758630812168121
100000003805,0.0028342795558273792
100000003875,0.3257991075515747
100000003891,0.0012846346944570541
100000003941,0.007614494767040014
100000004163,0.026203667744994164
100000004223,0.01991363614797592
100000004277,0.05400686338543892
100000004297,0.5177958607673645
100000004303,0.039628684520721436
100000004317,0.0007885397644713521
100000004319,0.001009572995826602
100000004359,0.0148438336327672
100000004429,0.004658823367208242
100000004453,0.004849598743021488
100000004529,0.002429389161989093
100000004867,0.016308197751641273
100000005007,0.9803426861763
100000005091,0.00873777735978365
100000005125,0.009772739373147488
100000005513,0.0037305629812180996
100000005649,0.9725351929664612
100000005719,0.01333449874073267
100000005739,0.022591164335608482
100000005755,0.033388085663318634
100000005805,0.16738487780094147
100000005955,0.0204000286757946
100000006005,0.12011464685201645
100000006013,0.0037178441416472197
100000006081,0.04713507741689682
100000006123,0.14622268080711365
100000006395,0.009723447263240814
100000006487,0.0013877975288778543
100000006539,0.862483561038971
100000006569,0.0013346067862585187
100000006605,0.015222422778606415
100000006647,0.020967263728380203
100000006857,0.003916449379175901
100000006933,0.008194941096007824
100000006981,0.0051048193126916885
100000007073,0.10884948819875717
100000007079,0.004306325688958168
100000007283,0.007864121347665787
100000007329,0.008390290662646294
100000007367,0.3903186023235321
100000007409,0.02840576320886612
100000007457,0.014227942563593388
100000007533,0.01419050432741642
100000007609,0.009619658812880516
100000007639,0.000751953455619514
100000007745,0.43083301186561584
100000007753,0.007970228791236877
100000007785,0.0014650736702606082
