userid,lgbm_roof_fold3_lr0.01_numleaves128_minchildweight10_featurefraction0.5_baggingfraction0.67_l1-0.5_l2-0.5seed57
100000000013,0.0033794523285071436
100000000111,0.936339835356734
100000000127,0.04552918064384946
100000000231,0.10033310280888508
100000000379,0.00040791801065089554
100000000393,0.00011605249760873158
100000000423,0.010582257237597873
100000000459,0.06548501829603644
100000000465,0.002163254029584832
100000000471,0.022622841290462044
100000000637,0.898702390194405
100000000695,0.980321881430502
100000000745,0.01037392098456485
100000000755,0.001996982322074813
100000000867,0.9649731821981696
100000000949,0.007385246776275323
100000000975,0.7416162682335292
100000001023,0.9932883744462359
100000001195,0.0687276854511048
100000001231,0.0055416822563011305
100000001295,0.0020246673168293886
100000001343,0.0027286295519522137
100000001505,0.9992210939105088
100000001557,0.007794190385968956
100000001683,0.004551807628502201
100000001711,0.012651763738614086
100000001803,0.00046207284427744456
100000001955,0.07339512430607208
100000001963,0.002983821687104175
100000002111,0.0035208335053899626
100000002165,0.01102017948706723
100000002179,0.0026323227427776253
100000002199,0.5352822818210429
100000002215,0.9738095388085841
100000002243,0.04234508348028649
100000002245,0.009833788446495389
100000002271,0.06367400693142558
100000002307,0.007703731233566061
100000002363,0.0010569206256863869
100000002371,0.009866291517747622
100000002535,0.01508513405395986
100000002581,0.019847430633161953
100000002653,0.03880247989707645
100000002811,0.000660896435323769
100000002873,0.03043510594860428
100000002879,0.0054636758154810615
100000003091,0.4941463961744486
100000003097,0.0011953529264976323
100000003311,0.00024967748296058875
100000003461,0.9976634851474394
100000003483,0.0008440628765090626
100000003559,0.0036390058693601688
100000003611,0.9161015662212951
100000003639,0.00016937084839437002
100000003685,0.1078611669063387
100000003805,0.0018008581188385386
100000003875,0.2352343223389338
100000003891,0.0004574027135877672
100000003941,0.005941424313040014
100000004163,0.00803304148293083
100000004223,0.008497246956659177
100000004277,0.02696749723386316
100000004297,0.6122335666422749
100000004303,0.015424617694984879
100000004317,0.0007871739583143835
100000004319,0.00015908956759995286
100000004359,0.015355315800418629
100000004429,0.003401397553413585
100000004453,0.0020757836777694112
100000004529,0.0030923055019606745
100000004867,0.006327270833483807
100000005007,0.9776800260056424
100000005091,0.0103887680792683
100000005125,0.002900424093106889
100000005513,0.0034042185218183937
100000005649,0.9308362178131312
100000005719,0.007961359685827575
100000005739,0.04043790831973844
100000005755,0.005009113984925097
100000005805,0.6543763628746166
100000005955,0.003655236858294585
100000006005,0.04752145758984406
100000006013,0.0005222729553510804
100000006081,0.14167498004548737
100000006123,0.24473184838935527
100000006395,0.001683286073057026
100000006487,0.0006332089287640328
100000006539,0.5145367387173895
100000006569,0.000258100716289199
100000006605,0.006524129248566105
100000006647,0.02563120020695612
100000006857,0.002936557086468035
100000006933,0.0033346409334121777
100000006981,0.0030729059209958147
100000007073,0.05584627896999529
100000007079,0.0010375759205697621
100000007283,0.0028931471027001266
100000007329,0.004811349742889106
100000007367,0.23177565315379248
100000007409,0.01358739316260164
100000007457,0.00836907871987569
100000007533,0.004179861727675405
100000007609,0.002867635672213472
100000007639,0.0005129577223219489
100000007745,0.25318995316163057
100000007753,0.007369367690911915
100000007785,0.0009557245752401321
100000008119,0.9961505669717232
100000008253,0.6959623843913701
