userid,catboost_predict_roof_fold5_lr0.13_l2_leaf_reg3_subsample0.85_depth10_seed1467
100000000013,0.000965902762018
100000000111,0.826459035776
100000000127,0.00600250288546
100000000231,0.0315227312146
100000000379,0.000114587676755
100000000393,4.51073879874e-05
100000000423,0.000946780764651
100000000459,0.899091723411
100000000465,0.000771823343105
100000000471,0.00174595498151
100000000637,0.491728560567
100000000695,0.96240459575
100000000745,0.000498990381286
100000000755,0.00170303244706
100000000867,0.950476787839
100000000949,0.00721041680553
100000000975,0.966805063531
100000001023,0.991542203393
100000001195,0.0647517366611
100000001231,0.0237966673491
100000001295,0.000635045212852
100000001343,0.000762884010284
100000001505,0.999972207604
100000001557,0.00216631504601
100000001683,0.0293203507461
100000001711,0.00772898006888
100000001803,1.38889426057e-05
100000001955,0.0393843457717
100000001963,0.00229664344686
100000002111,0.0150788421891
100000002165,0.0159484355879
100000002179,0.000445811696717
100000002199,0.514908469506
100000002215,0.913245291459
100000002243,0.0106173948954
100000002245,0.00164721264695
100000002271,0.328736754171
100000002307,0.00106523966804
100000002363,2.43954957743e-05
100000002371,0.0124624508282
100000002535,0.00669701190278
100000002581,0.00345076994982
100000002653,0.00748742385882
100000002811,1.28305765093e-05
100000002873,0.182367865587
100000002879,0.000112120674576
100000003091,0.896176161559
100000003097,0.00472030205003
100000003311,2.72087378238e-05
100000003461,0.999863791673
100000003483,2.682698174e-05
100000003559,0.00357955774959
100000003611,0.89424098324
100000003639,0.00040102976493
100000003685,0.0242488822576
100000003805,8.21673780767e-05
100000003875,0.106676597219
100000003891,4.06528141396e-05
100000003941,0.000677855554907
100000004163,0.0191021292957
100000004223,0.00227578977975
100000004277,0.0274372915513
100000004297,0.275619979907
100000004303,0.00137346601435
100000004317,0.000319157495571
100000004319,5.55074885968e-05
100000004359,0.00185940593069
100000004429,0.0103223410046
100000004453,0.002174535291
100000004529,3.40819087786e-05
100000004867,0.000393476445733
100000005007,0.996527057322
100000005091,0.013703833928
100000005125,0.00268666936731
100000005513,0.00202963136942
100000005649,0.963477497942
100000005719,0.00587108138694
100000005739,0.0378216026074
100000005755,0.0160940050596
100000005805,0.209113326716
100000005955,0.00293158890292
100000006005,0.0217970409715
100000006013,0.000688856384066
100000006081,0.0782354671775
100000006123,0.355588279951
100000006395,0.000684466047396
100000006487,0.000218602511415
100000006539,0.758594840119
100000006569,0.000173683198006
100000006605,0.00460541072739
100000006647,0.0233574659696
100000006857,0.000154410972963
100000006933,0.00468883621103
100000006981,0.00109618577379
100000007073,0.102783144765
100000007079,0.000144829631714
100000007283,0.00549801924855
100000007329,0.00554133083518
100000007367,0.0976361246011
