userid,lgbm_roof_fold5_lr0.045_numleaves50_minchildweight1_featurefraction0.68_baggingfraction0.45_l1-0.0_l2-11.5seed2013
100000000013,0.00504366587402
100000000111,0.845898989202
100000000127,0.0396066975923
100000000231,0.262560208164
100000000379,0.00611313302851
100000000393,0.0011240305448
100000000423,0.153408179506
100000000459,0.864228682185
100000000465,0.00305845876544
100000000471,0.00485231679272
100000000637,0.831173928556
100000000695,0.9813666372
100000000745,0.0175461448046
100000000755,0.00359114824139
100000000867,0.978508119331
100000000949,0.0146710088712
100000000975,0.947040208478
100000001023,0.997171398562
100000001195,0.0547785621856
100000001231,0.0345274236349
100000001295,0.01003457063
100000001343,0.00503443145126
100000001505,0.999409004309
100000001557,0.00742561152053
100000001683,0.00548274310641
100000001711,0.0692191762581
100000001803,0.00014219766859
100000001955,0.274746000607
100000001963,0.00313322565517
100000002111,0.0018833566796
100000002165,0.0275248269394
100000002179,0.00230943519818
100000002199,0.690015514336
100000002215,0.877432244012
100000002243,0.030490659788
100000002245,0.00701577000532
100000002271,0.168776687559
100000002307,0.00561874086476
100000002363,0.00167681353574
100000002371,0.00937745285298
100000002535,0.0153410015217
100000002581,0.00653204226145
100000002653,0.0415179987563
100000002811,0.000107222687496
100000002873,0.0123912947429
100000002879,0.00116477675777
100000003091,0.924706249653
100000003097,0.00913725290934
100000003311,0.000166982932822
100000003461,0.999813624981
100000003483,0.000538470380807
100000003559,0.0456543922158
100000003611,0.895587282063
100000003639,0.00139602172597
100000003685,0.135089251916
100000003805,0.000543278923393
100000003875,0.133471671021
100000003891,0.0015231746379
100000003941,0.00344991669918
100000004163,0.0193245415595
100000004223,0.00936880942924
100000004277,0.0166029109942
100000004297,0.429087754018
100000004303,0.0170726604134
100000004317,0.00419734768841
100000004319,0.00115984815076
100000004359,0.00967577215788
100000004429,0.00325735560857
100000004453,0.00180527512965
100000004529,0.000271656511469
100000004867,0.00271804009275
100000005007,0.996423073305
100000005091,0.0116099495698
100000005125,0.0255734777637
100000005513,0.0016597812911
100000005649,0.987558047931
100000005719,0.00831392326806
100000005739,0.00915175435077
100000005755,0.0208192578968
100000005805,0.323285872443
100000005955,0.00179509477215
100000006005,0.0101081980059
100000006013,0.00234634756942
100000006081,0.375932355499
100000006123,0.242777452937
100000006395,0.00155521384382
100000006487,0.000402936513223
