userid,lgbm_roof_fold5_lr0.018_numleaves31_minchildweight9_featurefraction0.36_baggingfraction0.5_l1-0.5_l2-0.5seed521
100000000013,0.0031002726701269525
100000000111,0.7527060882149753
100000000127,0.10913524054363581
100000000231,0.0221927628563139
100000000379,0.0030214386321048337
100000000393,0.0006207281625358594
100000000423,0.015358031056223855
100000000459,0.04666381946469582
100000000465,0.0028303720649487537
100000000471,0.012406304129557831
100000000637,0.9114406195070957
100000000695,0.9850638290120785
100000000745,0.003530979951484458
100000000755,0.006133466298966373
100000000867,0.9827115296254968
100000000949,0.014987887695184764
100000000975,0.6649960115803037
100000001023,0.9987663315586051
100000001195,0.04234004808467122
100000001231,0.004254623914936053
100000001295,0.003965511851889265
100000001343,0.005233822496915
100000001505,0.9996891097570579
100000001557,0.00694486562694024
100000001683,0.024217127173698737
100000001711,0.06656220705685716
100000001803,0.00042570364336947763
100000001955,0.1397939119483729
100000001963,0.005814741173567255
100000002111,0.008984348421104774
100000002165,0.005150075361649111
100000002179,0.009100648360693612
100000002199,0.5720386541777991
100000002215,0.8643227576202378
100000002243,0.01921527808981282
100000002245,0.003470347026864364
100000002271,0.3420201315341721
100000002307,0.00356870673780745
100000002363,0.001281578556177543
100000002371,0.012683457605472001
100000002535,0.01275634647011109
100000002581,0.049941434191393075
100000002653,0.02308582715886583
100000002811,0.000530070405706133
100000002873,0.02752003732914028
100000002879,0.0033843078232644714
100000003091,0.6655252393370578
100000003097,0.008083596150584502
100000003311,0.000398688130959053
100000003461,0.9970776195262181
100000003483,0.0003321495037137956
100000003559,0.005693021723914517
100000003611,0.9442784206281699
100000003639,0.0005618574314895438
100000003685,0.023917063217547874
100000003805,0.0007771265223461656
100000003875,0.12554726645047848
100000003891,0.0005114160982246091
100000003941,0.006290909734943578
100000004163,0.0038715505818620968
100000004223,0.013425351487479196
100000004277,0.07436303213007547
100000004297,0.6754845269399118
100000004303,0.01244983452935762
100000004317,0.002795084789091166
100000004319,0.0010528913981957845
100000004359,0.009001304167919888
100000004429,0.0016983948543962848
100000004453,0.0031376699981643967
100000004529,0.0010144632157003803
100000004867,0.01905411069770685
100000005007,0.9776885826196278
100000005091,0.007333159676125681
100000005125,0.0035626706172226298
100000005513,0.004159544341915646
100000005649,0.9793779425846818
100000005719,0.021539124445333742
100000005739,0.06297481917673628
100000005755,0.055743992387441245
100000005805,0.18934890847983268
100000005955,0.01153696864689698
100000006005,0.056994362118237725
100000006013,0.0013391679561513237
100000006081,0.13684943789265838
100000006123,0.10648307906140601
100000006395,0.004550449918279234
100000006487,0.0004807534978618637
100000006539,0.8038753101962096
100000006569,0.0018051943590803048
100000006605,0.029282855718370793
100000006647,0.005977779516681711
100000006857,0.003676456994029772
100000006933,0.0074713665534393405
100000006981,0.012920135098382088
100000007073,0.11761312650728373
100000007079,0.0021666777322363532
100000007283,0.005901508989807885
100000007329,0.002944998396404098
100000007367,0.33492778813080926
100000007409,0.01510892069701352
100000007457,0.016472767069049724
100000007533,0.00937672067783768
100000007609,0.009499573595127002
100000007639,0.0006490513113388016
100000007745,0.2036873451582177
100000007753,0.003543037277001506
100000007785,0.0006031064405416527
100000008119,0.9985160670654388
100000008253,0.9255726307384741
100000008425,0.9871908744059296
100000008481,0.04096809438516231
100000008483,0.09626935253846845
100000008529,0.00030329576029487553
