userid,lgbm_roof_fold5_lr0.018_numleaves64_minchildweight3_featurefraction0.86_baggingfraction0.78_l1-0.5_l2-0.5seed123
100000000013,0.0004929623254493806
100000000111,0.9387364473568924
100000000127,0.016894131542015772
100000000231,0.07471304411609041
100000000379,0.0004822427474252959
100000000393,8.938879747360495e-05
100000000423,0.012201087659642954
100000000459,0.05010439566449987
100000000465,0.0016953083044239639
100000000471,0.005482295208829778
100000000637,0.95732603829874
100000000695,0.9857311512584617
100000000745,0.007639395573486962
100000000755,0.0004821782024904015
100000000867,0.9461341564135657
100000000949,0.004747923179420188
100000000975,0.9005277429589608
100000001023,0.9984015966125521
100000001195,0.035914732826392785
100000001231,0.008722784659518262
100000001295,0.0030107812817445957
100000001343,0.0026999066728571088
100000001505,0.9999676312029979
100000001557,0.008021029327291923
100000001683,0.0011132731120990745
100000001711,0.007751165564975553
100000001803,0.00014001571883442472
100000001955,0.08807316914701027
100000001963,0.0022098247924137266
100000002111,0.0019459816721146975
100000002165,0.010928679376709261
100000002179,0.0029923612921576716
100000002199,0.7064854925577622
100000002215,0.9626970145401745
100000002243,0.030529922890520037
100000002245,0.005915997553869253
100000002271,0.07055237732810453
100000002307,0.01794470381881859
100000002363,0.00010556810478719585
100000002371,0.002380480153236105
100000002535,0.00335498389586312
100000002581,0.003613548936112954
100000002653,0.055307216342656215
100000002811,8.753697132828011e-05
100000002873,0.025917902766192064
100000002879,0.001801795255966711
100000003091,0.6049842586422616
100000003097,0.0017099545843152666
100000003311,8.430973616518665e-05
100000003461,0.9995593228413033
100000003483,0.0003946125395443379
100000003559,0.0036847256378167432
100000003611,0.9500523427929752
100000003639,0.00014023309781595322
100000003685,0.019419501118924033
100000003805,0.00048786395098658234
100000003875,0.18114622114576628
100000003891,0.00014089936812634998
100000003941,0.0013796995033943456
100000004163,0.003239880315862058
100000004223,0.009116081837091406
100000004277,0.016714708666968635
100000004297,0.7753339441516995
100000004303,0.009212561178439953
100000004317,0.0002462345021714779
100000004319,7.481005535398788e-05
100000004359,0.012254100771686333
100000004429,0.0019501886955494748
100000004453,0.0010938983479468387
100000004529,0.000601291335154645
100000004867,0.0028722365893260756
100000005007,0.9955485276034902
100000005091,0.00238159333354297
100000005125,0.005993519026918129
100000005513,0.0019730935930058406
100000005649,0.9329130414985868
100000005719,0.0019937382161647303
100000005739,0.014893953014595618
100000005755,0.002368278854374296
100000005805,0.5550888054647254
100000005955,0.000694443573304759
100000006005,0.14655857701071665
100000006013,0.0018073438217971105
100000006081,0.1791381288277797
100000006123,0.3455568130307107
100000006395,0.0010789080394119131
100000006487,0.00014039493415084683
100000006539,0.7642037772604551
100000006569,0.00012037729919803546
100000006605,0.004757594720965383
100000006647,0.011896505457739086
100000006857,0.0022793631926527566
100000006933,0.0022249039413766007
100000006981,0.0028714456299863914
100000007073,0.12326545442499037
100000007079,0.0017302102365357268
100000007283,0.002042338383223553
100000007329,0.005014745403759201
100000007367,0.22031662141542857
100000007409,0.003757668857696872
100000007457,0.00603629364354068
100000007533,0.006324525408110734
100000007609,0.001021063809275555
100000007639,0.0001286945347903514
100000007745,0.21212938658462813
100000007753,0.0017405491824083205
100000007785,0.003282033210334531
100000008119,0.999111965082591
100000008253,0.9439572558375486
100000008425,0.9813195962138918
100000008481,0.03664495954468383
100000008483,0.13606214789807908
100000008529,0.0006126693794020416
100000008565,0.0004159474229298835
100000008995,0.003512571551919753
100000009017,0.9984164283058801
100000009249,0.22965002500069734
100000009417,0.044847616483260945
100000009463,0.010878614094580446
100000009481,0.9683578042429127
100000009491,0.8556976492013324
100000009583,0.006160565013679307
100000009611,0.00030696645609573886
100000009743,0.003366816907242915
100000009771,0.0011918732203349807
100000009773,0.9997055049065651
100000009807,0.0025347727396785517
100000009925,0.9996743533678378
100000010101,0.9913630966579288
100000010161,0.06851094086451905
100000010177,0.0014783175449853225
100000010199,0.9991610124975444
100000010239,4.1789470589862186e-05
100000010247,0.0019432951213205524
100000010249,0.05697538426638271
100000010279,0.424938118897512
100000010287,0.6434560399777083
100000010293,0.006212834812799156
100000010297,0.0014503822480876195
100000011105,0.002330777927751806
100000011131,0.031761141613476984
100000011325,0.0073570290066809815
100000011427,0.0011389874708558263
100000011573,0.000850450642895581
100000011591,0.23709869583467832
100000011653,0.0002806309010777494
100000011741,0.00505572179040093
100000011755,0.14186702361324022
100000011763,0.0022080123505999758
100000011845,0.03574661865130962
100000011933,0.0005512958078924306
100000012027,0.0003105888121970211
100000012133,0.0010688440706098565
100000012137,0.004597770155660685
100000012213,0.01102978736536004
100000012219,0.0033154894909254978
100000012235,0.0009910979947445593
100000012277,0.03469549899212572
100000012341,0.0030209741356654147
100000012367,0.0017185733737245163
100000012405,0.30027500258780965
100000012441,0.018188192567381432
100000012507,6.525074571736148e-05
100000012713,0.0001467211767163679
100000012715,0.009595037845977974
100000012717,0.07495702842069556
100000012719,0.0011575528066418942
100000012793,0.0027856336219786813
100000012867,0.9808712045729596
100000012885,0.19635315756903918
100000012889,0.00021166538485162606
100000012931,0.33389373044286036
100000012965,0.0051591372379416
