userid,lgbm_roof_fold3_lr0.013_numleaves128_minchildweight4_featurefraction0.91_baggingfraction0.75_l1-0.5_l2-0.5seed44
100000000013,0.0014196183229551337
100000000111,0.9461312667720829
100000000127,0.04310395732955179
100000000231,0.08031283147924727
100000000379,0.0003149186317924695
100000000393,2.524936628802394e-05
100000000423,0.003100435628111732
100000000459,0.04605005691941341
100000000465,0.001409399204716065
100000000471,0.013784905168957005
100000000637,0.9423467708343639
100000000695,0.9862523981063567
100000000745,0.004814602632369281
100000000755,0.0016985218861171405
100000000867,0.9695031332880735
100000000949,0.0019687776137199994
100000000975,0.7038109171376012
100000001023,0.9989430483867042
100000001195,0.06289411607397537
100000001231,0.00680715562817334
100000001295,0.0020898795773955973
100000001343,0.0010696995990375137
100000001505,0.999728466104744
100000001557,0.003623626079802633
100000001683,0.003799922738773793
100000001711,0.007372620355875372
100000001803,0.0006870652406431589
100000001955,0.10053959983078073
100000001963,0.00043390548024655406
100000002111,0.003033025460368563
100000002165,0.007474766011630704
100000002179,0.003389620217573969
100000002199,0.5317536557530469
100000002215,0.9825264811916539
100000002243,0.005887719646508297
100000002245,0.0027351335983041222
100000002271,0.025099641046484752
100000002307,0.004941709005995198
100000002363,0.0003047873172763341
100000002371,0.005050867152125133
100000002535,0.0021091193480199046
100000002581,0.007342407720183548
100000002653,0.01485122722558761
100000002811,0.00038260949818788787
100000002873,0.008900234182952526
100000002879,0.001653162803449479
100000003091,0.592386861256959
100000003097,0.000491270426797459
100000003311,2.788193489811637e-05
100000003461,0.999059552247079
100000003483,6.671358651836167e-05
100000003559,0.0028932321380639716
100000003611,0.8959735997734692
100000003639,2.244695915212298e-05
100000003685,0.07183201656750801
100000003805,0.00040078909130686813
100000003875,0.18326302677542347
100000003891,6.741239429878291e-05
100000003941,0.0037416183314608526
100000004163,0.002229212535612978
100000004223,0.0063464498534815846
100000004277,0.03062625016489082
100000004297,0.41187508211857027
100000004303,0.006018135581326586
100000004317,8.206871789810437e-05
100000004319,2.12079628683556e-05
100000004359,0.00483735954880646
100000004429,0.0004659051937235969
100000004453,0.000306305165083089
100000004529,0.0010722762782661756
100000004867,0.0018015276326216227
100000005007,0.9858836940092411
100000005091,0.0026127654788231625
100000005125,0.0021485861966905736
100000005513,0.0006398321521616483
100000005649,0.956614365471968
100000005719,0.006163314958357981
