userid,lgbm_roof_fold5_lr0.03_numleaves35_minchildweight1_featurefraction0.45_baggingfraction0.7_l1-0.0_l2-10.5seed72
100000000013,0.00478525816743
100000000111,0.764226440934
100000000127,0.0492623377244
100000000231,0.282265481837
100000000379,0.00360069568501
100000000393,0.00102053444472
100000000423,0.113480708247
100000000459,0.826432428648
100000000465,0.00488119348978
100000000471,0.00519478055771
100000000637,0.819765537453
100000000695,0.982724085751
100000000745,0.0162979830269
100000000755,0.00734409523611
100000000867,0.980463764614
100000000949,0.0273718522071
100000000975,0.8472935037
100000001023,0.996365974637
100000001195,0.0980103137389
100000001231,0.0149045949634
100000001295,0.015063695755
100000001343,0.00282605929912
100000001505,0.998999398707
100000001557,0.00590541234513
100000001683,0.0152197716411
100000001711,0.0951549662151
100000001803,0.000774550567881
100000001955,0.192710339372
100000001963,0.00741726394057
100000002111,0.0138734705693
100000002165,0.044339115518
100000002179,0.00506422216612
100000002199,0.780189580043
100000002215,0.928005883229
100000002243,0.0468999071805
100000002245,0.0100255365134
100000002271,0.0897980844943
100000002307,0.00748329591736
100000002363,0.00098897506604
100000002371,0.0114833173791
100000002535,0.0271542738917
100000002581,0.0177146461331
100000002653,0.0397812530285
100000002811,0.000670694015317
100000002873,0.00818655522912
100000002879,0.00272189766351
100000003091,0.903549357799
100000003097,0.0137244346164
100000003311,0.000393186141277
100000003461,0.999810315099
100000003483,0.00137492594524
100000003559,0.0339219394015
100000003611,0.897193724988
100000003639,0.00205942597175
100000003685,0.0541291157565
100000003805,0.00178060271684
100000003875,0.187978925257
100000003891,0.000918677238922
100000003941,0.00443285244764
100000004163,0.0158360372597
100000004223,0.0112630617875
100000004277,0.0324734110624
100000004297,0.465163945061
100000004303,0.0280582591417
100000004317,0.00303796067345
100000004319,0.000624592373361
100000004359,0.013143213056
100000004429,0.00716553342489
100000004453,0.00360549394688
100000004529,0.000628287112729
100000004867,0.00417989954867
100000005007,0.997048877023
100000005091,0.00836620865411
100000005125,0.0397534511948
100000005513,0.00345243776516
100000005649,0.966280439301
100000005719,0.0244513072366
100000005739,0.0179320628073
100000005755,0.0336281342393
100000005805,0.470754688009
100000005955,0.00577872743231
100000006005,0.0238870464463
100000006013,0.0027892167797
100000006081,0.361762404554
100000006123,0.261166906676
100000006395,0.00784870632417
100000006487,0.00102297380433
100000006539,0.799849038914
100000006569,0.000822136925692
100000006605,0.0281291467474
100000006647,0.0102876069842
100000006857,0.0072249956521
100000006933,0.0123302794264
100000006981,0.00238280594716
100000007073,0.280149447696
100000007079,0.00191783915291
100000007283,0.00602991005251
100000007329,0.00785252897921
100000007367,0.18298935492
100000007409,0.0173427231028
100000007457,0.00796063147967
100000007533,0.00850174098643
100000007609,0.00533453690143
100000007639,0.000909829974227
100000007745,0.18755230698
100000007753,0.00161922972723
100000007785,0.0080630039287
100000008119,0.99894917842
100000008253,0.860644523759
100000008425,0.989994083259
100000008481,0.0876318469778
100000008483,0.0669998656791
100000008529,0.00312406255045
100000008565,0.000974783056208
100000008995,0.00672744673988
100000009017,0.999466840945
100000009249,0.355206318968
100000009417,0.115988632365
100000009463,0.0728917844809
100000009481,0.81644984442
100000009491,0.500595938369
100000009583,0.0333181029144
100000009611,0.000901096409612
100000009743,0.0522217346301
100000009771,0.00512380397384
100000009773,0.99972792876
100000009807,0.00343393677072
100000009925,0.997310564596
100000010101,0.977838815915
100000010161,0.0247595344859
100000010177,0.0114008327171
100000010199,0.999865130935
100000010239,0.000237421400306
100000010247,0.0119705172901
100000010249,0.170806027216
100000010279,0.633277071716
100000010287,0.599350463289
100000010293,0.00523198000298
100000010297,0.0121973325649
100000011105,0.00123359421531
100000011131,0.0827392750299
100000011325,0.0159036750226
100000011427,0.0048279720609
100000011573,0.00488695067057
100000011591,0.265311530782
100000011653,0.00231267757139
100000011741,0.00630957463948
100000011755,0.196368927885
100000011763,0.0166878014766
100000011845,0.0361516712801
100000011933,0.00934608577464
100000012027,0.0100889609459
100000012133,0.00101914687706
100000012137,0.019962402685
100000012213,0.0176844665162
100000012219,0.00502584118902
100000012235,0.00267723883206
100000012277,0.0877295114448
100000012341,0.00610657698647
100000012367,0.00280349549046
100000012405,0.41494068972
100000012441,0.0205909577865
100000012507,0.00107057027352
100000012713,0.00149121178025
100000012715,0.00848827866063
100000012717,0.105941882326
100000012719,0.00934377365613
100000012793,0.0106136852218
100000012867,0.955263402363
100000012885,0.373556867452
100000012889,0.00174428095938
100000012931,0.239592964964
100000012965,0.00240895717088
100000012981,0.194131299856
100000013027,0.00145038377004
100000013381,0.00205258755472
100000013429,0.00963047094439
100000013461,0.00201981680782
100000013471,0.174300855503
100000013499,0.744412969601
100000013669,0.05571767712
100000013673,0.00420957630025
100000013837,0.0411455821879
100000013965,0.0147085599092
100000014029,0.999848062326
100000014143,0.0432577935264
100000014259,0.211627573109
100000014271,0.667252148315
100000014311,0.00348118802226
100000014315,0.0631858627407
100000014383,0.00654340961623
100000014421,0.20797715767
100000014423,0.00165814962849
100000014449,0.00150679764746
100000014641,0.000407275989006
100000014679,0.0208255688907
100000014745,0.00217523463494
100000014865,0.0127989585723
100000014899,0.00115374190314
100000014949,0.984916275321
100000014973,0.00235573555828
100000014981,0.000544703350111
100000015043,0.00300439776587
100000015129,0.513323829757
100000015145,0.00514895464904
100000015153,0.00491870470278
100000015213,0.0111991678402
100000015223,0.815047755851
100000015275,0.00479214388793
100000015433,0.0129829448454
100000015475,0.194520752178
100000015747,0.00229609505145
100000015791,0.041479354627
100000015969,0.924696684953
100000016009,0.00487914809122
100000016197,0.750518077437
100000016219,0.00314001510048
100000016265,0.999502088091
100000016341,0.0128803050182
100000016351,0.00181887651976
100000016391,0.00344260489925
100000016831,0.00694437886382
100000016845,0.00044000343844
100000016861,0.0409033586396
100000016987,0.00292487262817
100000017177,0.0449255990103
100000017277,0.999441776238
100000017281,0.00162414531484
100000017345,0.00185672853451
100000017367,0.0010484734188
100000017465,0.999018717909
100000017469,0.00809639282616
100000017505,0.00251832078779
100000017691,0.0497697947055
100000017693,0.131978851307
100000017965,0.00886300475357
100000018097,0.0223344622355
100000018117,0.00357866638027
100000018123,0.0230649326911
100000018259,0.00633479691595
100000018413,0.00411169163969
100000018417,0.00301221061382
100000018629,0.991781966875
100000018905,0.054320215468
100000018941,0.441446766228
100000018979,0.0066092819664
100000019251,0.0592799661245
100000019375,0.0638554098555
100000019379,0.0233917766094
100000019487,0.991587523262
100000019489,0.0745605528661
100000019507,0.0129766493287
100000019641,0.00169539937455
100000019697,0.0154148947877
100000019829,0.00122941453192
100000019999,0.0460181830591
100000020007,0.00201619178531
100000020017,0.0232161863342
100000020019,0.148723719691
100000020061,0.00131846626603
100000020213,0.0134815089678
100000020277,0.0301014627941
100000020301,0.000671564551445
100000020393,0.0477412640955
100000020459,0.486127916038
100000020665,0.00635715357476
100000020745,0.835562350178
100000020809,0.108529261676
100000020811,0.00121220385238
100000020907,0.583185870431
100000020921,0.00413077739865
100000020931,0.000710090330347
100000020995,0.989654463205
100000021111,0.00304263418803
100000021175,0.00752325297044
100000021395,0.0176061886316
100000021427,0.00257887497251
100000021453,0.00126259301631
100000021457,0.761874049001
100000021553,0.996476372506
100000021649,0.00526638254239
100000021659,0.571833285659
100000021759,0.00297771793117
100000021783,0.000711967311665
100000021809,0.390386424787
100000021873,0.00739348320969
100000022129,0.999340745873
100000022335,0.998387528885
100000022357,0.0048516575197
100000022389,0.593901880011
100000022417,0.00473172559114
100000022481,0.00366134645968
100000022499,0.999894312257
100000022571,0.042587226247
100000022651,0.0202487631802
100000022677,0.00286696231874
100000022761,0.0213497747395
100000022773,0.00299498869959
100000022801,0.999600866757
100000022841,0.000449134456866
100000022931,0.0922465003951
100000022963,0.172226380903
100000023051,0.0436957306504
100000023443,0.00854567977877
100000023563,0.0350205203931
100000023659,0.115795718847
100000023915,0.00655376145519
110020371225,0.0243135291422
110020471524,0.984874467993
110020473123,0.0508574714993
110020671528,0.016938309884
110020673328,0.380562767509
110020771524,0.00266768156521
110020773124,0.023634884913
110100014168,0.000511836717035
110100014369,0.0285541333973
110100014466,0.00021839151645
110100014563,0.0377683233434
110100016128,0.820801077742
110100016324,0.998030717036
110100016628,0.0122653635979
110100016726,0.998594846889
110100016828,0.420699139666
110100016928,0.691742036755
110100018268,0.00044661857235
110100018468,0.0108663257967
110100018567,0.772456579542
110100018764,0.000853785758121
110100033067,0.999895444866
110100033863,0.0273805385132
110100035569,0.000391496364368
110100035669,0.126742145691
110100071228,0.00130938172095
110100073229,0.266078969353
110100073827,0.0124727567836
110100116024,0.309842187417
110100116027,0.00511763556652
110100116423,0.998842556052
110100116425,0.172244305162
110100116429,0.0017494895944
110100116920,0.00273832913575
110100118262,0.284026513024
110100118265,0.00182416070272
110100118669,0.0348425573626
110100133065,0.000822777526103
110100135162,0.98725341929
110100135163,0.00101567776718
110100135560,0.000989069561318
110100135562,0.0175082269286
110100135764,0.00953673944987
110100135767,0.00547269576806
110100171021,0.00674705412496
110100171526,0.00395087444727
110100173725,0.00130831199698
110100214160,0.0031793996179
110100214261,0.00463579769958
110100214263,0.00679883565966
110100214268,0.00114059184669
110100214961,0.0133672370085
110100216329,0.0037389132476
110100218568,0.190933184455
110100218569,0.00144230212397
110100218662,0.000154319936721
