userid,lgbm_roof_fold3_lr0.025_numleaves30_minchildweight2_featurefraction0.3_baggingfraction0.5_l1-0.5_l2-1.0seed53
100000000013,0.004608032566690552
100000000111,0.7891692334338615
100000000127,0.08140338518811664
100000000231,0.05079126808949573
100000000379,0.0006448444701889164
100000000393,0.000319898265250592
100000000423,0.024170055994573305
100000000459,0.028887055789197907
100000000465,0.000908395188846467
100000000471,0.003962599078075237
100000000637,0.8848911446235829
100000000695,0.9872606891718998
100000000745,0.001170003747028602
100000000755,0.008618110379582631
100000000867,0.9769320817321718
100000000949,0.011274334088813905
100000000975,0.673444663167878
100000001023,0.999583792642755
100000001195,0.041571224740284574
100000001231,0.0034172376341871473
100000001295,0.0042939401085222125
100000001343,0.0015946133860728063
100000001505,0.9998835478929909
100000001557,0.00789279414828534
100000001683,0.018282617504068205
100000001711,0.01605112186630434
100000001803,0.00039837499074273997
100000001955,0.07118953433639591
100000001963,0.006855741861709811
100000002111,0.011680941784244963
100000002165,0.007116286043001557
100000002179,0.00661964532940066
100000002199,0.46484843639800194
100000002215,0.8976463752645597
100000002243,0.017906421897443885
100000002245,0.007566433564271739
100000002271,0.13665188483692273
100000002307,0.0018009199784337383
100000002363,0.0008373910211149711
100000002371,0.005358258397698726
100000002535,0.017793130974578696
100000002581,0.03198108385829453
100000002653,0.030788376512373188
100000002811,0.00045030556328729687
100000002873,0.02374519815460524
100000002879,0.0018676295313550173
100000003091,0.5835235691279219
100000003097,0.00464640493635849
100000003311,0.0005776818303162208
100000003461,0.9992254099582961
100000003483,0.000597398386292087
100000003559,0.004735144664575279
100000003611,0.9142861490635223
100000003639,0.0005394628426705801
100000003685,0.04672799284894527
100000003805,0.00082721023833587
100000003875,0.14509163225361002
100000003891,0.0003154403481834513
100000003941,0.003150748097166017
100000004163,0.007991247265919344
100000004223,0.01188956370717343
100000004277,0.05388981498261073
100000004297,0.7219871871843945
100000004303,0.024725969297764723
100000004317,0.0006000037492287679
100000004319,0.0003896738868908052
100000004359,0.008447011268907482
100000004429,0.0027741354842203353
100000004453,0.004997864433981272
100000004529,0.0009194230962906987
100000004867,0.009418315437152231
100000005007,0.9966761555878094
100000005091,0.005204445986858424
100000005125,0.005572672370886757
100000005513,0.00591883500630899
100000005649,0.9821038835726149
100000005719,0.021475271345660213
100000005739,0.05532702157025424
100000005755,0.0347064339282124
100000005805,0.20544030938652164
100000005955,0.003975856832600228
100000006005,0.08006456801894338
100000006013,0.0009263790161693478
100000006081,0.08403243276125617
100000006123,0.13756545384331242
100000006395,0.004517661949549194
100000006487,0.0006722794990607037
100000006539,0.8096404035585887
100000006569,0.0012708091056816179
100000006605,0.019392021470438604
100000006647,0.01876877526691568
100000006857,0.0037410071293206013
100000006933,0.0024492787994915078
100000006981,0.002694292842294205
100000007073,0.03252939744520364
100000007079,0.0031627397069440098
100000007283,0.004932106251453753
100000007329,0.008643488353935844
100000007367,0.23968905127610546
100000007409,0.009518301609837106
100000007457,0.013775133295648669
100000007533,0.008782028818983018
100000007609,0.0049761328038918
100000007639,0.0005340170832966763
100000007745,0.14273197378021116
100000007753,0.0035089481441254403
100000007785,0.0005804975425616248
100000008119,0.9988388536699904
100000008253,0.8350556241987424
100000008425,0.9933715354626906
100000008481,0.06182054167206795
100000008483,0.045629076670956156
100000008529,0.0006746309074899423
100000008565,0.00019933359477453453
100000008995,0.006243444830993601
100000009017,0.9981019144021845
100000009249,0.5648274443689493
100000009417,0.22288386304459412
100000009463,0.01000481795819883
100000009481,0.85563510501004
100000009491,0.7059650905029223
100000009583,0.010161119361398659
100000009611,0.00010638171451321325
100000009743,0.053190536989505696
100000009771,0.005082506638028312
100000009773,0.9997480111851916
100000009807,0.0032669147651897806
100000009925,0.9992714478541644
100000010101,0.9734138981699559
100000010161,0.025654411661212153
100000010177,0.005451345051255803
100000010199,0.9996823664314743
100000010239,2.778599796285092e-05
100000010247,0.007627214971154223
100000010249,0.13410508145029215
100000010279,0.4511107158428029
100000010287,0.45658257402785796
100000010293,0.0072866688835223035
100000010297,0.001497597663048751
100000011105,0.005390345015364281
100000011131,0.008356090408286615
100000011325,0.008475121632601605
100000011427,0.001321730753702865
100000011573,0.0018026683264715188
100000011591,0.12711596568953248
100000011653,0.00017701033065152787
100000011741,0.003794181524082561
100000011755,0.22506078147053257
100000011763,0.006321562342246685
100000011845,0.014145036697408242
100000011933,0.0013423580481827448
100000012027,0.003978341605473982
100000012133,0.0014728651204553005
100000012137,0.011127769596781408
100000012213,0.029009190231976616
100000012219,0.0037066886572425235
100000012235,0.0038499413647238596
100000012277,0.03609655724560597
100000012341,0.003768534853297885
100000012367,0.003168900504865018
100000012405,0.42575101233589
100000012441,0.009045571288852415
100000012507,0.0015440717658331412
100000012713,0.00421681624613928
100000012715,0.012518103322362101
100000012717,0.07438974426057164
100000012719,0.0056627596094698035
100000012793,0.0036583853087263887
100000012867,0.9283600299670195
100000012885,0.09853028068229915
100000012889,0.0002886546504888287
100000012931,0.33636968265169326
100000012965,0.006922881015837239
100000012981,0.45886299092775434
100000013027,0.0004472565654443463
100000013381,0.0008501995204603386
100000013429,0.005913459225811863
100000013461,0.002436666865470727
100000013471,0.14096946825676196
100000013499,0.9284123137410593
100000013669,0.07928103584079996
100000013673,0.009092622349584883
100000013837,0.05009484566434413
100000013965,0.00730349821989978
100000014029,0.9997053029873154
100000014143,0.0543811422953228
100000014259,0.014035299021765186
100000014271,0.8439096101706163
100000014311,0.0005709339498554455
100000014315,0.008611414807249376
100000014383,0.004042996445882988
100000014421,0.09059909661568216
100000014423,0.0019037468856606054
100000014449,0.0046625916835707
100000014641,0.0002822875825939308
100000014679,0.017313528565585934
100000014745,0.008069799915411348
100000014865,0.024466110877780726
100000014899,0.000421643044897044
100000014949,0.9854331753894631
100000014973,0.001067585074522889
100000014981,0.0001253176148537014
100000015043,0.0009755430903382362
100000015129,0.23328629126199715
100000015145,0.0011801676266425557
100000015153,0.0025562749535472887
100000015213,0.0027476295286624763
100000015223,0.7170915146805849
100000015275,0.0016025924588920467
100000015433,0.0052628904354286195
100000015475,0.23259042478345837
100000015747,0.0012103000889453707
100000015791,0.39974675303829993
100000015969,0.9972439865846116
100000016009,0.0040224466785373164
100000016197,0.7632459247774295
100000016219,0.0015416792695525715
100000016265,0.9998398803054516
100000016341,0.005826713811248071
100000016351,0.001976880679841751
100000016391,0.0020669728293679327
100000016831,0.011476357941589872
100000016845,0.00012764732807532168
100000016861,0.05814471017138673
100000016987,0.003427034540095736
100000017177,0.002192602012527229
100000017277,0.9993726310525959
100000017281,0.001547378082432321
100000017345,0.004559769329961987
100000017367,0.0037310744742587343
100000017465,0.9980491602776109
100000017469,0.0008492079179952394
100000017505,0.000948913097722743
100000017691,0.017632511073587563
100000017693,0.11288225581610602
100000017965,0.005211093524598456
100000018097,0.014346492423475275
100000018117,0.0019287021534664702
100000018123,0.025647947202996617
100000018259,0.0031791678451671907
100000018413,0.0011570955998475329
100000018417,0.0010180567738566739
100000018629,0.9907217821662437
100000018905,0.027532607465157424
100000018941,0.36449468009244684
100000018979,0.0016698232560896991
100000019251,0.06752333427935489
100000019375,0.043661028588558054
100000019379,0.00855981938580052
100000019487,0.998822337556812
100000019489,0.013421439279669213
100000019507,0.017978494917386737
100000019641,0.0005240736002370577
100000019697,0.010662445282196304
100000019829,0.0004313489003684529
100000019999,0.013547126224737374
100000020007,0.0013360169249229572
100000020017,0.013063899087987892
100000020019,0.06682735034609637
100000020061,0.0031837438907668806
100000020213,0.005194384240990845
100000020277,0.003760975439914882
100000020301,0.00011098724021708118
100000020393,0.018345337144118942
100000020459,0.6989743321260625
100000020665,0.013526158624201806
100000020745,0.8390068486501285
100000020809,0.03718875382157304
100000020811,0.002690368774191991
100000020907,0.3956618144401168
100000020921,0.002119917435006139
100000020931,0.00036249775173879934
100000020995,0.9964465573376524
100000021111,0.0008416133897004746
100000021175,0.004548202110170893
100000021395,0.0038597000029401405
100000021427,0.003857947135282559
100000021453,0.0011675556038377023
100000021457,0.6639196656471767
100000021553,0.9843703091366118
100000021649,0.006956915130808269
100000021659,0.3386312253004355
100000021759,0.0029902516968784887
100000021783,0.0013165501180529462
100000021809,0.7001334144752455
100000021873,0.0019365344354251646
100000022129,0.9989950658393714
100000022335,0.9993478064568383
100000022357,0.005930589354136389
100000022389,0.4378891883582133
100000022417,0.0016913809854780424
100000022481,0.002306555380114809
100000022499,0.9996276351690025
100000022571,0.0206740565954228
100000022651,0.010352598795294127
100000022677,0.0021566350949824226
100000022761,0.005698013365187929
100000022773,0.004602431754843344
100000022801,0.9998175371630635
100000022841,0.00012406187224256324
100000022931,0.043575929863592974
100000022963,0.17795803268036522
100000023051,0.03657407367166003
100000023443,0.0062552645352577435
100000023563,0.016053737494618754
100000023659,0.051356576683939406
100000023915,0.0017818218467740927
110020371225,0.0047075833190334026
110020471524,0.9616594398104447
110020473123,0.30154652250463626
110020671528,0.00345310175499943
110020673328,0.06281224766815531
110020771524,0.000783962242691223
110020773124,0.002035954012846841
110100014168,8.796912913507203e-05
110100014369,0.03638611415267102
110100014466,0.00022818232854011387
110100014563,0.01243658497714454
110100016128,0.7242210138275915
110100016324,0.9997210988379619
110100016628,0.00728777375651161
110100016726,0.9977427809137926
110100016828,0.06230808346074342
110100016928,0.7792210268863122
110100018268,0.00023416484996481257
110100018468,0.0017914263088181334
110100018567,0.8213237284004569
110100018764,0.00028970627029685237
110100033067,0.9997032451653963
110100033863,0.013560786937968904
110100035569,0.00045812514357063036
110100035669,0.15732482597373837
110100071228,0.0008888192379075291
110100073229,0.2253118179086298
110100073827,0.005617922230147303
110100116024,0.17488686687094934
110100116027,0.005430830293664319
110100116423,0.997479306822424
110100116425,0.06442364859348906
110100116429,0.0028619267435788538
110100116920,0.003064574384675957
110100118262,0.10197678865536408
110100118265,0.001103852016202614
110100118669,0.00566853055243714
110100133065,0.0004401582752689503
110100135162,0.9519540031077852
110100135163,0.00038736021512869606
110100135560,0.00046498102529466095
110100135562,0.028522016245422496
110100135764,0.0031175583777012655
110100135767,0.003715276236557111
110100171021,0.0010606760105314544
110100171526,9.934033316327947e-05
110100173725,0.0002888232314577868
110100214160,0.0020808345027279727
110100214261,0.004042305021007202
110100214263,0.008870279815695064
110100214268,0.0011033689862202625
110100214961,0.024832637685262643
110100216329,0.0007097166375456198
110100218568,0.13070755248691893
110100218569,0.0004033437984465342
110100218662,0.0003883654191383493
110100218869,0.5530237331283802
110100218963,0.9930920836908266
110100233064,0.10719183537854286
110100233069,0.004692472291105299
110100235564,0.0006214103323300372
110100273222,0.014425712369222299
110100273229,0.9997342903729167
110100273426,0.012332796992887265
110100273825,0.0023135415556672185
110100316225,0.005988905138143849
