userid,catboost_predict_roof_fold5_lr0.09_l2_leaf_reg4_subsample0.92_depth10_seed2174
100000000013,0.004017047212822401
100000000111,0.8025714830448163
100000000127,0.025647873637054244
100000000231,0.03647118574581567
100000000379,0.00014691305423772372
100000000393,0.000283206000957969
100000000423,0.008517265167819543
100000000459,0.29711412657280756
100000000465,0.00027299966837109545
100000000471,0.008596967589774481
100000000637,0.9306965788582164
100000000695,0.9772227673756742
100000000745,0.0038780444835717887
100000000755,0.0014417836523023706
100000000867,0.9299294264812187
100000000949,0.005276747241310411
100000000975,0.822245249606355
100000001023,0.9986735036433692
100000001195,0.026860204323480935
100000001231,0.03525400392806119
100000001295,0.006480379744003957
100000001343,0.002546234838334552
100000001505,0.9999927146056116
100000001557,0.009661951523260154
100000001683,0.007039659359113475
100000001711,0.0013175437944668792
100000001803,0.00048086262517302325
100000001955,0.07166707975374893
100000001963,0.004844146906324469
100000002111,0.016549727610021887
100000002165,0.006337849796315256
100000002179,0.001587340947172747
100000002199,0.6776596095485815
100000002215,0.9414018218449536
100000002243,0.022195916316605283
100000002245,0.0037104416892939267
100000002271,0.1158144519548144
100000002307,0.010619438985053024
100000002363,5.064798423498043e-05
100000002371,0.00800256209378763
100000002535,0.021156188475319762
100000002581,0.01330264722801209
100000002653,0.025148908593527725
100000002811,7.00782289658931e-05
100000002873,0.07140803016411625
100000002879,0.00031950982122345544
100000003091,0.5781381004879179
100000003097,0.008401779859475858
100000003311,2.4229206120963286e-05
100000003461,0.9996838561110497
100000003483,0.0003826438387985815
100000003559,0.003771314831585097
100000003611,0.9105717347316271
100000003639,0.00019725266258451178
100000003685,0.02537202286857482
100000003805,0.0005158289456114168
100000003875,0.3015500937076636
100000003891,0.0001560606555648105
100000003941,0.006777465961217331
100000004163,0.007383575602028936
100000004223,0.008070333635324084
100000004277,0.10301612505427749
100000004297,0.6311134184592299
100000004303,0.009911086550419963
100000004317,0.0009839984512868426
100000004319,0.0006112920835338359
100000004359,0.006299203376116625
100000004429,0.0016154146957025693
100000004453,0.001267725859904339
100000004529,0.001130573194704385
100000004867,0.006125686813502063
100000005007,0.9987364528307019
100000005091,0.029573606054152952
100000005125,0.011609138487063925
100000005513,0.004722520649004944
100000005649,0.8740406977157912
100000005719,0.026338484813545157
100000005739,0.07353567361055637
100000005755,0.027213353135530825
100000005805,0.5262214834031846
100000005955,0.008280634746107482
100000006005,0.05040774850667515
100000006013,0.007831382016562043
100000006081,0.12179425951119544
100000006123,0.14651211880120787
100000006395,0.008006239034498604
100000006487,0.00044779128107420054
100000006539,0.6458209165638829
