userid,catboost_predict_roof_fold5_lr0.11_l2_leaf_reg4_subsample0.94_depth8_seed4793
100000000013,0.0003550398588103529
100000000111,0.6930772272635922
100000000127,0.028399771677761275
100000000231,0.12150999636196683
100000000379,7.783013670820275e-05
100000000393,0.00040154500195409694
100000000423,0.000381357062114821
100000000459,0.09547783699095608
100000000465,0.0010696411767342224
100000000471,0.014760824749096563
100000000637,0.9642671175701911
100000000695,0.965270714432194
100000000745,0.001261225671911995
100000000755,0.0035071587437661682
100000000867,0.9518236251215457
100000000949,0.0029666224102639794
100000000975,0.5927440396580006
100000001023,0.9990075271166647
100000001195,0.03951712047850849
100000001231,0.026990701195024454
100000001295,0.005951369203738125
100000001343,0.010469077687513291
100000001505,0.9999939250902312
100000001557,0.0053864826003435055
100000001683,0.008329021372022655
100000001711,0.0016872408272853307
100000001803,0.0005262220840056746
100000001955,0.16507543361633306
100000001963,0.0048904401129469845
100000002111,0.012710658779745134
100000002165,0.016858013845449615
100000002179,0.0008716077883259186
100000002199,0.6191816761668132
100000002215,0.9728120917518568
100000002243,0.02275443219809476
100000002245,0.0031149129684768834
100000002271,0.03415312360721802
100000002307,0.004747753334897922
100000002363,0.0003166065790250389
100000002371,0.008337356747447197
100000002535,0.007820877231200512
100000002581,0.014846495578161315
100000002653,0.02835681840219499
100000002811,0.00019195524797887062
100000002873,0.11837530341934842
100000002879,0.0019940574251484065
100000003091,0.48830681061299036
100000003097,0.0021078853363063407
100000003311,0.00016247164904466686
100000003461,0.999885166442271
100000003483,1.921560493359512e-05
100000003559,0.00905429915524034
100000003611,0.9263751688978246
100000003639,0.0002855134775246034
100000003685,0.11237977435930158
100000003805,0.006033520910230308
100000003875,0.1936623720634774
100000003891,0.0002560230246366176
100000003941,0.0023970571358881555
100000004163,0.011209859305419553
100000004223,0.007467887240259043
100000004277,0.024797305998392014
100000004297,0.6674546239492916
100000004303,0.043298140035436555
100000004317,0.000619079985905975
100000004319,0.001654529527450865
100000004359,0.0036681780992733324
100000004429,0.00857224210686605
100000004453,0.006883604397804426
100000004529,0.0009331497800361503
100000004867,0.0011202464120581362
100000005007,0.9996626012650972
100000005091,0.013865834806655179
100000005125,0.01374805403561365
100000005513,0.0030246877280802314
100000005649,0.8852229760151846
100000005719,0.017493717863429247
100000005739,0.1034526159950187
100000005755,0.06427002418451716
100000005805,0.37280774594606964
100000005955,0.010132519398923782
100000006005,0.0827847933414689
100000006013,0.0029097974731307533
100000006081,0.1759634259872119
100000006123,0.2829929941297071
100000006395,0.007589317262656163
100000006487,0.0007066925127711055
100000006539,0.6827928182253442
100000006569,0.0011474923159788262
100000006605,0.01403450927732627
100000006647,0.016766436288167586
100000006857,0.00023089305194325425
100000006933,0.009474501257084045
100000006981,0.0018196850685091002
100000007073,0.1496116088014665
100000007079,0.002039235833885608
100000007283,0.007868157919028345
100000007329,0.013473245381812705
100000007367,0.2845214394696953
100000007409,0.0027957826712467436
100000007457,0.01738910698826647
100000007533,0.01250591549824786
100000007609,0.0021664738427805744
100000007639,0.00012317446345838328
100000007745,0.23051930446554997
100000007753,0.004078714009528639
100000007785,0.0006990529007455672
100000008119,0.9996690612121819
100000008253,0.8549537333177218
100000008425,0.958254373122444
100000008481,0.16344381501866256
100000008483,0.10812730076071006
100000008529,0.0003548367251041211
100000008565,0.0001784824242638881
100000008995,0.03097799142410642
100000009017,0.9997684081861904
100000009249,0.6187038229598804
100000009417,0.20739815594953379
100000009463,0.010929805887954098
100000009481,0.8357673070889378
100000009491,0.6840026535354751
100000009583,0.001244638799688156
100000009611,0.00023682280839060885
100000009743,0.026110992097532214
100000009771,0.005180915069005565
100000009773,0.9999214092793388
100000009807,0.0013850464774661964
100000009925,0.9998833198630911
100000010101,0.9527983893842127
100000010161,0.05921472709557284
100000010177,0.001444743625391084
100000010199,0.9999241090035885
100000010239,4.871073021297493e-05
100000010247,0.002397233815167024
100000010249,0.07565265370333729
100000010279,0.4388702735895547
100000010287,0.3346885172474075
100000010293,0.010135842845321496
100000010297,0.008279678181291475
100000011105,0.003347161860696947
100000011131,0.20625939562325007
100000011325,0.001029657778715882
100000011427,0.0005917464861101763
100000011573,0.0007427318297334333
100000011591,0.13503351408496503
100000011653,9.660644306699693e-05
100000011741,0.005129719290531199
100000011755,0.15694353909381503
100000011763,0.007293480512260262
100000011845,0.04364883202084972
100000011933,0.001103570338075462
100000012027,0.00213533514107769
100000012133,0.0010734139576152198
100000012137,0.006974679362465189
100000012213,0.013410590567974764
100000012219,0.027558212026547502
100000012235,0.006440741447656183
100000012277,0.13365932422750543
100000012341,0.0021898105055778378
100000012367,0.005001620184989603
100000012405,0.49120428489776663
100000012441,0.024475311128876617
100000012507,6.589170034295531e-05
100000012713,0.00021051109279809468
100000012715,0.051944325343870924
100000012717,0.08409792193100235
100000012719,0.003451107127166547
100000012793,0.015410730616864007
100000012867,0.937560070684969
100000012885,0.16633284413803784
100000012889,0.0008392607157366548
100000012931,0.6495459522817909
100000012965,0.00309595035853035
100000012981,0.42595774756015076
100000013027,3.728985907851631e-05
100000013381,0.0005229385284319538
100000013429,0.0062497784943206965
100000013461,0.00026404720803483735
100000013471,0.2626504955081526
100000013499,0.8876082228829251
100000013669,0.008614100090734485
100000013673,0.0008938053370134216
100000013837,0.009770151008340245
100000013965,0.007266891031284332
100000014029,0.9999877380917465
100000014143,0.0383051844975275
100000014259,0.1858611674714294
100000014271,0.8712968773471397
100000014311,0.0005488905064843209
100000014315,0.05187874301424703
100000014383,0.0060856718061737475
100000014421,0.058532007095618316
100000014423,0.0014253111757849119
100000014449,0.002100183614356061
100000014641,0.00026821209486148963
100000014679,0.006922801737953045
100000014745,0.0002659586430881521
100000014865,0.0072663178736765525
100000014899,0.00034822478821908273
100000014949,0.9890804153789704
100000014973,0.0006749845666757802
100000014981,5.78388207306426e-05
100000015043,0.0021718143052111773
100000015129,0.3128755640134536
100000015145,0.004351986237025008
100000015153,0.000571444726888586
