userid,catboost_predict_roof_fold5_lr0.11_l2_leaf_reg4_subsample0.94_depth8_seed4793
100000000013,0.0006679818037418982
100000000111,0.6960868808518134
100000000127,0.01125967214298038
100000000231,0.03182092455776052
100000000379,3.5002773762986566e-05
100000000393,3.75743816584945e-05
100000000423,0.0037366072123227864
100000000459,0.11580476556912894
100000000465,0.000556505442095067
100000000471,0.006176106942794392
100000000637,0.9395507051039264
100000000695,0.991505882070634
100000000745,0.003598418710063858
100000000755,0.002378955765007823
100000000867,0.9356608257113589
100000000949,0.007553830993129433
100000000975,0.8727477939725079
100000001023,0.9998841843181733
100000001195,0.09759238012999143
100000001231,0.07861756134966874
100000001295,0.008433804509050864
100000001343,0.02770728694271567
100000001505,0.9999887682841195
100000001557,0.015528754921063433
100000001683,0.006069614462803841
100000001711,0.0030685964497626462
100000001803,0.00011729482528901563
100000001955,0.14566263274315733
100000001963,0.007633823629988163
100000002111,0.003786400924013894
100000002165,0.00901905225915609
100000002179,0.006005027691810206
100000002199,0.8019688042499286
100000002215,0.9067695155181189
100000002243,0.005172141171250825
100000002245,0.0049183236377705825
100000002271,0.1348122227041225
100000002307,0.006156659935087265
100000002363,8.209528513564226e-05
100000002371,0.010108746753698914
100000002535,0.00633920096727819
100000002581,0.025518415914315945
100000002653,0.025871005023076404
100000002811,7.604498216932617e-06
100000002873,0.07784885570456053
100000002879,0.0010947259094025005
100000003091,0.8125208177891646
100000003097,0.004183042713559902
100000003311,1.363700132620494e-05
100000003461,0.9973373750784752
100000003483,6.381975143687737e-05
100000003559,0.004101300032095031
100000003611,0.9191387792072757
100000003639,0.0011261914775730069
100000003685,0.1439674167296353
100000003805,0.0007659626274911085
100000003875,0.17066327696275094
100000003891,8.797724469925034e-05
100000003941,0.001123012682563966
100000004163,0.00998852426924435
100000004223,0.01253880453884589
100000004277,0.032620872688139076
100000004297,0.8423459896382407
100000004303,0.00391435920204241
100000004317,0.00032304516117400746
100000004319,0.0005948482806103112
100000004359,0.004857845278805291
100000004429,0.0013262418969481279
100000004453,0.005968497236331436
100000004529,0.0004109693387636765
100000004867,0.0011487096475078634
100000005007,0.998873418863406
100000005091,0.004959480755948166
100000005125,0.002176096776419939
100000005513,0.0030041651248865204
100000005649,0.9174772127475391
100000005719,0.0040954925605998505
100000005739,0.02475761121232426
100000005755,0.05067585567850196
100000005805,0.04590275456806091
100000005955,0.0037780645982413113
100000006005,0.10668547523674499
100000006013,0.001794489479946683
100000006081,0.10585929423027762
100000006123,0.06875044327779697
100000006395,0.0061750919041289685
100000006487,0.0006096598562707692
100000006539,0.8190928995034994
100000006569,0.0006711240283524027
100000006605,0.05739346193165997
100000006647,0.02020639116109981
100000006857,0.00041662869221227854
100000006933,0.026587482472028617
100000006981,0.005816576826086319
100000007073,0.06214912643533667
100000007079,0.0011736789530349574
100000007283,0.004063705859299517
100000007329,0.01235948665769591
100000007367,0.3797840453365483
100000007409,0.00593369790184554
100000007457,0.010447189603091224
100000007533,0.012188464401870401
100000007609,0.0013165892690436287
100000007639,0.00012266274837423885
100000007745,0.1387804714072434
100000007753,0.0031931874878212887
100000007785,9.408616634851975e-05
100000008119,0.9999859762553468
100000008253,0.8009218743899292
100000008425,0.9965130590521764
100000008481,0.03795338644165979
100000008483,0.07025662946208912
100000008529,0.0002653293938650163
100000008565,0.0004132463906967305
100000008995,0.009581551279865179
100000009017,0.9996356290252321
100000009249,0.7000847520494038
100000009417,0.35679968749627206
100000009463,0.0054356895756901705
100000009481,0.8166938807851543
100000009491,0.6268830326618864
100000009583,0.001130078198500842
100000009611,9.803253294024495e-05
100000009743,0.052542626573611154
100000009771,0.004496885122156399
100000009773,0.999958244759617
100000009807,0.0021757434653966947
100000009925,0.9999333859724407
100000010101,0.9895062006827307
100000010161,0.012749883475006366
100000010177,5.296346072011364e-05
100000010199,0.9998520841529313
100000010239,5.1574120726995544e-05
100000010247,0.0020586806799312097
100000010249,0.052647919360351784
100000010279,0.46985434440392004
100000010287,0.289930962090668
100000010293,0.010098632682303509
100000010297,0.025791762742433444
100000011105,0.0026212018484693426
100000011131,0.09903518588662244
100000011325,0.0024239127395898658
100000011427,0.00115747255003403
100000011573,0.0003309254888067107
100000011591,0.18739407901770636
100000011653,0.0008701700992846295
100000011741,0.027185708045488952
100000011755,0.22751575682951566
100000011763,0.007856499125419693
100000011845,0.019019590447025742
100000011933,0.0006620593713223852
100000012027,0.0018310816664296597
100000012133,0.0004412445469799912
100000012137,0.010336751395255694
100000012213,0.058540334541478105
100000012219,0.006269913741853694
100000012235,0.0025350296366693672
100000012277,0.03635206446514237
100000012341,0.0015754029025868595
100000012367,0.002208511854415282
100000012405,0.6014395380966944
100000012441,0.01788623414771532
100000012507,1.4750676512641824e-05
100000012713,0.0001198419673741933
100000012715,0.0255302843434333
100000012717,0.03756223600869499
100000012719,0.007538788236780199
100000012793,0.007681921159039148
100000012867,0.9023559763759426
100000012885,0.05539677511360806
100000012889,0.0001509978132037575
100000012931,0.13782116308224235
100000012965,0.0035390523194183993
100000012981,0.29095353269153357
100000013027,9.818904131501058e-06
100000013381,0.00044453539599283544
100000013429,0.0023745895531069572
100000013461,0.0015009912174827268
100000013471,0.2876833734258443
100000013499,0.8830979482955227
100000013669,0.012595343494020235
100000013673,0.000660895152713774
100000013837,0.011296718957685449
100000013965,0.00996912224286909
100000014029,0.999977017005794
100000014143,0.036736687869888894
100000014259,0.05895114578774676
100000014271,0.7591626095149668
100000014311,3.865684391542757e-05
100000014315,0.01896814479420757
100000014383,0.004086317235852017
100000014421,0.1301743628470757
100000014423,0.0020313667281274387
100000014449,0.0009566630166179729
100000014641,0.0005253850936967532
100000014679,0.0059622321788783406
100000014745,0.0004671496385245409
100000014865,0.0033792463855675772
100000014899,0.00012975336328146454
100000014949,0.9933335494414801
100000014973,0.0006281246092610382
100000014981,3.38410549627239e-05
100000015043,0.0040401674168456655
100000015129,0.6810704683864692
100000015145,0.001292052560547751
100000015153,0.00046015737934158705
100000015213,0.0008590020797612625
100000015223,0.7270207066489778
100000015275,0.0007504152438110406
100000015433,0.009773700591094121
100000015475,0.2253778914578977
100000015747,5.697763398531861e-05
100000015791,0.1872970559261174
100000015969,0.9998541634552551
100000016009,0.0025801798653815305
100000016197,0.6549322131105763
100000016219,6.79969611690245e-05
100000016265,0.9999820717337751
100000016341,0.0006378922070279034
100000016351,0.00882197126537143
100000016391,0.003975377712641226
100000016831,0.015861119528693846
100000016845,7.300572755847604e-05
100000016861,0.2189041039425759
100000016987,0.00038536347671688537
100000017177,0.0004133171133197694
100000017277,0.999267307933216
100000017281,0.0006307196698134914
100000017345,0.0008248365623006622
100000017367,0.00017260113602600175
100000017465,0.9997900326467796
100000017469,0.002582699834111211
100000017505,0.0012388794445887079
100000017691,0.013741044635360342
100000017693,0.2324834723604053
100000017965,0.015325251426367452
100000018097,0.01648348746787756
